November 6, 2018 General Election

Report generated on: Tuesday, November 20, 2018 at 03:51:18 PM


*** Governor - CALIFORNIA (100)
Precinct Totals
PrecinctName	ReportingType	PrecinctID	Precincts	Registration	Ballots Cast	Turnout (%)	JOHN H. COX	GAVIN NEWSOM	Under Vote	Over Vote
Pct 9432	Election Day	9432	1	945	214	22.65	175	24	15	0
Pct 9432	VBM	9432	1	945	468	49.52	387	52	29	0
Pct 9433	Election Day	9433	1	945	195	20.63	144	33	18	0
Pct 9433	VBM	9433	1	945	487	51.53	370	91	26	0
Pct 9434	Election Day	9434	1	979	260	26.56	215	31	14	0
Pct 9434	VBM	9434	1	979	481	49.13	384	65	31	0
Pct 9435	Election Day	9435	1	969	251	25.90	195	39	16	1
Pct 9435	VBM	9435	1	969	448	46.23	347	61	40	0
Pct 9436	Election Day	9436	1	1006	231	22.96	172	41	18	0
Pct 9436	VBM	9436	1	1006	495	49.20	380	92	23	0
Pct 9437	Election Day	9437	1	897	219	24.41	177	24	18	0
Pct 9437	VBM	9437	1	897	435	48.49	313	102	20	0
Pct 9438	Election Day	9438	1	948	202	21.31	151	33	18	0
Pct 9438	VBM	9438	1	948	496	52.32	390	88	18	0
Pct 9439	Election Day	9439	1	879	173	19.68	132	29	12	0
Pct 9439	VBM	9439	1	879	425	48.35	325	81	19	0
Pct 9441	Election Day	9441	1	980	261	26.63	217	29	15	0
Pct 9441	VBM	9441	1	980	462	47.14	366	68	28	0
Pct 9442	Election Day	9442	1	1008	280	27.78	224	45	11	0
Pct 9442	VBM	9442	1	1008	461	45.73	349	91	21	0
Pct 9443	Election Day	9443	1	937	219	23.37	177	33	8	0
Pct 9443	VBM	9443	1	937	442	47.17	360	68	14	0
Pct 9444	Election Day	9444	1	937	190	20.28	141	36	12	0
Pct 9444	VBM	9444	1	937	442	47.17	332	90	20	0
Pct 9445	Election Day	9445	1	981	230	23.45	181	39	10	0
Pct 9445	VBM	9445	1	981	493	50.25	387	82	24	0
Pct 9446	Election Day	9446	1	1090	240	22.02	196	30	14	0
Pct 9446	VBM	9446	1	1090	564	51.74	424	123	17	0
Pct 9447	Election Day	9447	1	906	236	26.05	190	30	16	0
Pct 9447	VBM	9447	1	906	448	49.45	355	73	20	0
Pct 9448	Election Day	9448	1	909	232	25.52	187	31	14	0
Pct 9448	VBM	9448	1	909	429	47.19	341	65	23	0
Pct 9449	Election Day	9449	1	830	177	21.33	134	24	17	0
Pct 9449	VBM	9449	1	830	428	51.57	334	77	17	0
Pct 9451	Election Day	9451	1	420	97	23.10	71	18	8	0
Pct 9451	VBM	9451	1	420	218	51.90	149	57	12	0
Pct 9452	Election Day	9452	1	840	259	30.83	191	52	16	0
Pct 9452	VBM	9452	1	840	412	49.05	305	88	19	0
Pct 9453	Election Day	9453	1	500	135	27.00	86	38	11	0
Pct 9453	VBM	9453	1	500	242	48.40	184	43	15	0
Pct 9501 MB	Election Day	9501	1	148	8	5.41	4	2	2	0
Pct 9501 MB	VBM	9501	1	148	110	74.32	87	13	10	0
Pct 9502 MB	Election Day	9502	1	245	17	6.94	12	3	2	0
Pct 9502 MB	VBM	9502	1	245	177	72.24	161	12	4	0
Pct 9503/9504	Election Day	9503	1	729	198	27.16	165	15	18	0
Pct 9503/9504	VBM	9503	1	729	315	43.21	275	24	16	0
Pct 9505	Election Day	9505	1	784	176	22.45	147	16	13	0
Pct 9505	VBM	9505	1	784	383	48.85	338	26	19	0
Pct 9506	Election Day	9506	1	766	177	23.11	154	13	10	0
Pct 9506	VBM	9506	1	766	312	40.73	275	22	15	0
Pct 9507	Election Day	9507	1	766	231	30.16	208	6	17	0
Pct 9507	VBM	9507	1	766	406	53.00	369	22	15	0
Pct 9508	Election Day	9508	1	798	237	29.70	217	4	16	0
Pct 9508	VBM	9508	1	798	429	53.76	413	9	7	0
Pct 9509	Election Day	9509	1	759	229	30.17	202	14	13	0
Pct 9509	VBM	9509	1	759	386	50.86	351	23	12	0
Pct 9511	Election Day	9511	1	622	190	30.55	161	20	9	0
Pct 9511	VBM	9511	1	622	296	47.59	261	22	13	0
Pct 9512	Election Day	9512	1	809	240	29.67	212	13	15	0
Pct 9512	VBM	9512	1	809	399	49.32	359	22	18	0
Pct 9513	Election Day	9513	1	902	275	30.49	230	20	25	0
Pct 9513	VBM	9513	1	902	390	43.24	350	23	17	0
Pct 9514/9522	Election Day	9514	1	928	304	32.76	263	24	17	0
Pct 9514/9522	VBM	9514	1	928	456	49.14	408	29	19	0
Pct 9515	Election Day	9515	1	705	222	31.49	191	20	11	0
Pct 9515	VBM	9515	1	705	368	52.20	319	32	17	0
Pct 9516	Election Day	9516	1	866	254	29.33	202	34	18	0
Pct 9516	VBM	9516	1	866	427	49.31	356	50	21	0
Pct 9517	Election Day	9517	1	801	226	28.21	197	15	14	0
Pct 9517	VBM	9517	1	801	397	49.56	362	23	12	0
Pct 9518	Election Day	9518	1	802	229	28.55	205	10	14	0
Pct 9518	VBM	9518	1	802	431	53.74	374	37	20	0
Pct 9519	Election Day	9519	1	910	261	28.68	227	20	14	0
Pct 9519	VBM	9519	1	910	486	53.41	440	31	15	0
Pct 9521	Election Day	9521	1	939	315	33.55	281	18	16	0
Pct 9521	VBM	9521	1	939	442	47.07	396	26	19	1
Pct 9701	Election Day	9701	1	671	200	29.81	172	14	14	0
Pct 9701	VBM	9701	1	671	339	50.52	274	41	24	0
Pct 9702	Election Day	9702	1	723	209	28.91	184	15	10	0
Pct 9702	VBM	9702	1	723	364	50.35	310	38	16	0
Pct 9703	Election Day	9703	1	986	232	23.53	182	37	13	0
Pct 9703	VBM	9703	1	986	529	53.65	435	69	25	0
Pct 9704	Election Day	9704	1	950	279	29.37	243	23	13	0
Pct 9704	VBM	9704	1	950	504	53.05	419	59	26	0
Pct 9705	Election Day	9705	1	919	260	28.29	216	24	17	0
Pct 9705	VBM	9705	1	919	483	52.56	433	31	18	1
Pct 9706 MB	Election Day	9706	1	49	2	4.08	0	0	2	0
Pct 9706 MB	VBM	9706	1	49	39	79.59	32	3	4	0
Pct 9707	Election Day	9707	1	821	172	20.95	123	37	12	0
Pct 9707	VBM	9707	1	821	491	59.81	386	79	26	0
Pct 9708	Election Day	9708	1	948	248	26.16	210	25	13	0
Pct 9708	VBM	9708	1	948	500	52.74	440	42	18	0
Pct 9709	Election Day	9709	1	1028	281	27.33	222	36	16	0
Pct 9709	VBM	9709	1	1028	517	50.29	406	84	27	0
Pct 9711	Election Day	9711	1	641	195	30.42	161	25	9	0
Pct 9711	VBM	9711	1	641	336	52.42	280	48	8	0
Pct 9712	Election Day	9712	1	649	160	24.65	131	22	7	0
Pct 9712	VBM	9712	1	649	398	61.33	315	65	15	2
Pct 9713	Election Day	9713	1	960	225	23.44	172	38	14	0
Pct 9713	VBM	9713	1	960	489	50.94	371	94	24	0
Pct 9714	Election Day	9714	1	931	207	22.23	149	47	10	0
Pct 9714	VBM	9714	1	931	538	57.79	420	100	18	0
Pct 9715	Election Day	9715	1	569	180	31.63	140	29	11	0
Pct 9715	VBM	9715	1	569	309	54.31	239	61	9	0
Pct 9716	Election Day	9716	1	947	238	25.13	184	37	17	0
Pct 9716	VBM	9716	1	947	481	50.79	386	69	26	0
Pct 9717	Election Day	9717	1	972	265	27.26	206	44	15	0
Pct 9717	VBM	9717	1	972	532	54.73	425	78	29	0
Pct 9718	Election Day	9718	1	862	227	26.33	176	40	11	0
Pct 9718	VBM	9718	1	862	496	57.54	369	102	25	0
Pct 9719	Election Day	9719	1	901	245	27.19	188	41	16	0
Pct 9719	VBM	9719	1	901	524	58.16	394	102	26	0
Pct 9721	Election Day	9721	1	662	198	29.91	152	39	7	0
Pct 9721	VBM	9721	1	662	357	53.93	280	61	16	0
Pct 9722	Election Day	9722	1	605	119	19.67	85	24	9	0
Pct 9722	VBM	9722	1	605	355	58.68	278	66	11	0
Pct 9723	Election Day	9723	1	481	98	20.37	65	29	4	0
Pct 9723	VBM	9723	1	481	275	57.17	189	66	20	0
Pct 9724	Election Day	9724	1	991	205	20.69	144	45	15	1
Pct 9724	VBM	9724	1	991	565	57.01	385	150	30	0
Pct 9725	Election Day	9725	1	970	213	21.96	143	47	23	0
Pct 9725	VBM	9725	1	970	499	51.44	347	117	35	0
Pct 9726	Election Day	9726	1	655	262	40.00	215	35	12	0
Pct 9726	VBM	9726	1	655	241	36.79	194	36	11	0
Pct 9727	Election Day	9727	1	459	79	17.21	54	21	4	0
Pct 9727	VBM	9727	1	459	271	59.04	179	71	21	0
Pct 9728	Election Day	9728	1	926	230	24.84	165	51	14	0
Pct 9728	VBM	9728	1	926	503	54.32	350	127	26	0
Pct 9729	Election Day	9729	1	800	191	23.88	125	49	17	0
Pct 9729	VBM	9729	1	800	442	55.25	314	108	20	0
Pct 9731	Election Day	9731	1	556	167	30.04	114	39	13	1
Pct 9731	VBM	9731	1	556	282	50.72	204	60	18	0
Pct 9732 MB	Election Day	9732	1	70	2	2.86	2	0	0	0
Pct 9732 MB	VBM	9732	1	70	56	80.00	48	8	0	0
Pct 9733 MB	Election Day	9733	1	235	7	2.98	5	1	1	0
Pct 9733 MB	VBM	9733	1	235	191	81.28	167	21	3	0
Pct 9734	Election Day	9734	1	603	154	25.54	107	41	6	0
Pct 9734	VBM	9734	1	603	341	56.55	261	67	13	0
Pct 9735	Election Day	9735	1	809	206	25.46	141	46	19	0
Pct 9735	VBM	9735	1	809	449	55.50	345	85	19	0
Pct 9736	Election Day	9736	1	713	173	24.26	127	34	12	0
Pct 9736	VBM	9736	1	713	410	57.50	352	47	11	0
Pct 9737	Election Day	9737	1	818	208	25.43	169	24	15	0
Pct 9737	VBM	9737	1	818	476	58.19	404	52	20	0
Pct 9738	Election Day	9738	1	848	185	21.82	142	32	11	0
Pct 9738	VBM	9738	1	848	404	47.64	316	64	24	0
Pct 9739	Election Day	9739	1	828	220	26.57	189	21	10	0
Pct 9739	VBM	9739	1	828	335	40.46	279	45	11	0
Pct 9741	Election Day	9741	1	552	227	41.12	213	7	7	0
Pct 9741	VBM	9741	1	552	105	19.02	99	4	2	0
Pct 9742	Election Day	9742	1	677	180	26.59	127	39	10	0
Pct 9742	VBM	9742	1	677	289	42.69	209	62	18	0
Pct 9743	Election Day	9743	1	1163	310	26.66	250	36	24	0
Pct 9743	VBM	9743	1	1163	501	43.08	426	59	16	0
Pct 9744	Election Day	9744	1	911	244	26.78	194	36	13	0
Pct 9744	VBM	9744	1	911	390	42.81	312	67	11	0
Pct 9745	Election Day	9745	1	991	281	28.36	219	35	27	0
Pct 9745	VBM	9745	1	991	346	34.91	297	41	8	0
Pct 9746	Election Day	9746	1	884	231	26.13	163	59	9	0
Pct 9746	VBM	9746	1	884	451	51.02	347	90	14	0
Pct 9747	Election Day	9747	1	973	246	25.28	212	25	9	0
Pct 9747	VBM	9747	1	973	470	48.30	379	69	21	1
Pct 9748	Election Day	9748	1	931	229	24.60	183	35	11	0
Pct 9748	VBM	9748	1	931	475	51.02	375	77	22	0
Pct 9749	Election Day	9749	1	913	224	24.53	175	25	22	0
Pct 9749	VBM	9749	1	913	384	42.06	321	44	19	0
Pct 9751	Election Day	9751	1	1016	253	24.90	201	35	17	0
Pct 9751	VBM	9751	1	1016	522	51.38	415	83	24	0
Pct 9752	Election Day	9752	1	710	175	24.65	130	34	8	0
Pct 9752	VBM	9752	1	710	392	55.21	314	68	10	0
Pct 9753	Election Day	9753	1	756	186	24.60	155	21	10	0
Pct 9753	VBM	9753	1	756	387	51.19	326	45	16	0
Pct 9754	Election Day	9754	1	707	47	6.65	39	5	3	0
Pct 9754	VBM	9754	1	707	377	53.32	325	40	12	0
Pct 9755	Election Day	9755	1	582	171	29.38	147	14	10	0
Pct 9755	VBM	9755	1	582	284	48.80	236	36	10	0
Pct 9756	Election Day	9756	1	941	185	19.66	149	29	7	0
Pct 9756	VBM	9756	1	941	477	50.69	371	77	29	0
Pct 9801	Election Day	9801	1	408	104	25.49	80	17	7	0
Pct 9801	VBM	9801	1	408	181	44.36	148	26	7	0
Grand Totals	Election Day	City:0	251	209453	54036	25.80	42736	7478	3776	12
Grand Totals	VBM	City:0	251	209453	103841	49.58	82952	15747	5107	25
Grand Totals		City:0	251	209453	157877	75.38	125688	23225	8883	37

State Assembly, District 19 - 19TH ASSEMBLY DISTRICT (165)
District and Neighborhood Totals
DistrictName	ReportingType	DistrictLabel	Precincts	Registration	Ballots Cast	Turnout (%)	PHIL TING	KEITH BOGDON	Under Vote	Over Vote
12TH CONGRESSIONAL DISTRICT		Congressional:12	179	152507	117556	77.08	93939	16881	6686	25
14TH CONGRESSIONAL DISTRICT		Congressional:14	72	56946	40321	70.81	31749	6344	2197	12
11TH SENATORIAL DISTRICT		Senatorial:11	251	209453	157877	75.38	125688	23225	8883	37
19TH ASSEMBLY DISTRICT		Assembly:19	251	209453	157877	75.38	125688	23225	8883	37
BART DISTRICT 8		BART:8	218	185764	139911	75.32	110256	21611	7968	35
BART DISTRICT 9		BART:9	33	23689	17966	75.84	15432	1614	915	2
SUPERVISORIAL DISTRICT 1		Supervisorial:1	47	42612	32592	76.49	26795	4137	1644	10
SUPERVISORIAL DISTRICT 2		Supervisorial:2	53	43478	34790	80.02	26439	6037	2311	3
SUPERVISORIAL DISTRICT 4		Supervisorial:4	48	42953	31684	73.76	24881	4977	1808	10
SUPERVISORIAL DISTRICT 5		Supervisorial:5	18	13279	10399	78.31	9172	713	513	1
SUPERVISORIAL DISTRICT 7		Supervisorial:7	51	39263	30102	76.67	23738	4825	1504	6
SUPERVISORIAL DISTRICT 8		Supervisorial:8	1	408	285	69.85	228	43	14	0
SUPERVISORIAL DISTRICT 10		Supervisorial:10	1	273	146	53.48	115	22	9	0
SUPERVISORIAL DISTRICT 11		Supervisorial:11	32	27187	17879	65.76	14320	2471	1080	7
CITY/COUNTY OF SAN FRANCISCO		City:0	251	209453	157877	75.38	125688	23225	8883	37
EXCELSIOR (OUTER MISSION)		Neighborhood:EXCELSIOR	21	17331	11512	66.42	9100	1729	678	4
INGLESIDE		Neighborhood:INGLESIDE	14	12118	7922	65.37	6464	960	493	3
INNER SUNSET		Neighborhood:INNER SUNSET	10	7935	6383	80.44	5551	516	315	1
LAKE MERCED		Neighborhood:LAKE MERCED	10	8390	5906	70.39	4618	972	314	1
LAUREL HEIGHTS/ANZA VISTA		Neighborhood:LRL HTS/ANZA	13	10097	8001	79.24	6681	894	425	1
MARINA/PACIFIC HEIGHTS		Neighborhood:MAR/PAC HTS	36	30661	24383	79.52	18166	4494	1721	2
RICHMOND		Neighborhood:RICHMOND	41	37322	28480	76.31	23363	3682	1421	9
SEA CLIFF/PRESIDIO HEIGHTS		Neighborhood:SECLF/PREHTS	10	8050	6586	81.81	5128	1066	390	1
SUNSET		Neighborhood:SUNSET	47	42363	31231	73.72	24491	4938	1784	10
VISITATION VALLEY		Neighborhood:VISITA VLY	1	273	146	53.48	115	22	9	0
WEST OF TWIN PEAKS		Neighborhood:W TWIN PKS	37	27625	21814	78.96	17164	3570	1049	5
WESTERN ADDITION		Neighborhood:WST ADDITION	11	7288	5513	75.64	4847	382	284	0
Grand Totals		City:0	251	209453	157877	75.38	125688	23225	8883	37


*** Member, Board of Education - CITY/COUNTY OF SAN FRANCI (170)
Precinct Totals
PrecinctName	ReportingType	PrecinctID	Precincts	Registration	Ballots Cast	Turnout (%)	MONICA CHINCHILLA	ALISON COLLINS	JOSEPHINE ZHAO	MARTIN RAWLINGS-FEIN	GABRIELA LÓPEZ	LI MIAO LOVETT	LEX LEIFHEIT	ALIDA FISHER	PHILLIP MARCEL HOUSE	MICHELLE PARKER	DARRON A. PADILLA	PAUL KANGAS	CONNOR KRONE	PHIL KIM	JOHN TRASVIÑA	LENETTE THOMPSON	FAAUUGA MOLIGA	MIA SATYA	ROGER SINASOHN	WRITE-IN	Under Vote	Over Vote
Pct 1101	Election Day	1101	1	553	125	22.60	10	39	3	2	45	16	2	12	1	19	7	4	7	30	17	9	41	4	2	1	83	21
Pct 1101	VBM	1101	1	553	266	48.10	33	94	21	15	97	39	3	17	1	25	9	19	12	60	60	18	86	17	7	1	146	15
Pct 1102	Election Day	1102	1	995	266	26.73	48	87	15	6	107	35	9	20	0	50	23	10	7	51	58	20	95	10	8	0	124	15
Pct 1102	VBM	1102	1	995	480	48.24	59	168	49	13	153	81	4	42	8	74	42	14	24	92	95	42	141	40	15	0	239	48
Pct 1103	Election Day	1103	1	951	246	25.87	35	95	19	5	93	25	7	30	5	36	28	10	8	45	26	24	82	12	6	1	140	6
Pct 1103	VBM	1103	1	951	445	46.79	48	161	38	14	142	89	7	49	2	61	32	15	27	102	70	33	134	21	20	0	240	30
Pct 1104/1105	Election Day	1104	1	993	249	25.08	34	79	14	3	103	28	3	20	3	34	29	14	8	44	30	20	85	9	5	2	168	12
Pct 1104/1105	VBM	1104	1	993	414	41.69	52	139	44	19	160	69	3	22	1	44	47	18	25	86	52	28	139	17	9	1	225	48
Pct 1106	Election Day	1106	1	765	191	24.97	15	55	6	6	53	22	7	15	2	27	18	11	11	55	37	31	49	12	12	0	129	3
Pct 1106	VBM	1106	1	765	343	44.84	26	118	40	6	81	57	10	30	1	55	11	10	24	78	76	39	107	17	12	0	216	12
Pct 1107	Election Day	1107	1	746	163	21.85	12	44	8	4	43	25	3	20	3	27	13	5	7	38	29	28	53	4	10	2	105	3
Pct 1107	VBM	1107	1	746	336	45.04	30	91	49	17	69	67	7	30	1	46	18	17	21	64	48	40	103	20	11	6	223	21
Pct 1108	Election Day	1108	1	909	232	25.52	23	80	12	8	70	43	1	14	1	35	18	8	8	45	33	26	75	12	3	1	171	12
Pct 1108	VBM	1108	1	909	437	48.07	52	153	48	18	137	71	4	33	2	78	12	15	19	119	68	55	128	17	16	2	231	36
Pct 1109	Election Day	1109	1	798	166	20.80	16	48	11	4	47	23	0	14	1	31	8	4	7	37	22	22	43	4	6	0	132	18
Pct 1109	VBM	1109	1	798	365	45.74	41	108	50	16	98	60	2	35	2	46	17	9	17	107	65	37	109	17	14	0	218	24
Pct 1111	Election Day	1111	1	1002	205	20.46	21	68	13	9	75	30	5	15	2	18	22	9	9	41	25	23	62	10	8	5	136	9
Pct 1111	VBM	1111	1	1002	460	45.91	41	130	72	18	113	78	15	48	2	61	31	16	25	116	58	40	122	25	21	13	311	27
Pct 1112	Election Day	1112	1	769	151	19.64	17	47	14	2	57	21	3	20	2	18	17	3	12	33	15	15	51	7	4	1	79	15
Pct 1112	VBM	1112	1	769	344	44.73	35	99	46	23	113	65	14	24	3	36	16	9	12	96	51	28	86	15	14	2	212	33
Pct 1113	Election Day	1113	1	746	134	17.96	14	37	9	1	41	17	1	7	2	14	16	6	7	24	12	15	45	9	3	1	112	3
Pct 1113	VBM	1113	1	746	359	48.12	31	107	46	16	116	52	6	24	3	49	28	22	14	77	58	28	103	17	11	1	229	39
Pct 1114	Election Day	1114	1	957	226	23.62	22	59	18	8	75	35	3	20	0	29	28	10	7	49	22	21	60	14	9	3	153	33
Pct 1114	VBM	1114	1	957	403	42.11	48	128	46	13	124	60	12	37	4	50	37	26	22	108	87	32	120	22	9	0	185	33
Pct 1115	Election Day	1115	1	895	173	19.33	9	66	15	6	62	30	1	11	2	21	10	9	6	39	14	25	58	9	13	0	107	3
Pct 1115	VBM	1115	1	895	371	41.45	45	114	65	12	102	78	8	36	3	44	27	14	14	83	45	18	103	10	20	1	250	27
Pct 1116	Election Day	1116	1	895	224	25.03	22	78	13	4	64	37	5	21	0	35	21	7	3	51	18	29	87	12	3	3	156	3
Pct 1116	VBM	1116	1	895	376	42.01	36	131	64	26	90	56	12	27	7	49	13	15	19	111	74	43	103	17	5	0	212	12
Pct 1117	Election Day	1117	1	858	184	21.45	27	57	16	4	62	29	1	18	4	32	23	5	9	29	16	25	57	10	3	0	107	15
Pct 1117	VBM	1117	1	858	357	41.61	37	122	43	22	99	77	7	31	2	47	26	13	12	76	37	33	109	18	12	0	224	21
Pct 1118	Election Day	1118	1	1043	213	20.42	24	71	11	4	79	29	3	21	0	28	32	7	8	50	25	20	63	10	4	2	142	12
Pct 1118	VBM	1118	1	1043	475	45.54	46	153	76	18	127	94	9	52	6	56	33	10	21	128	58	51	136	17	15	2	278	48
Pct 1119	Election Day	1119	1	791	165	20.86	20	54	9	6	60	11	1	10	4	14	19	10	7	33	23	24	48	8	9	1	121	3
Pct 1119	VBM	1119	1	791	386	48.80	43	136	47	15	128	76	9	35	1	47	12	16	16	101	63	30	133	12	10	1	194	30
Pct 1121	Election Day	1121	1	691	159	23.01	18	40	13	7	40	26	5	15	1	15	17	9	8	37	25	15	46	3	10	0	124	3
Pct 1121	VBM	1121	1	691	313	45.30	24	93	58	11	91	53	5	33	2	35	20	22	9	77	45	30	71	6	6	1	220	15
Pct 1122	Election Day	1122	1	632	109	17.25	8	30	3	3	33	15	4	13	1	15	19	3	4	25	13	6	30	6	4	4	82	6
Pct 1122	VBM	1122	1	632	310	49.05	37	85	56	18	82	54	5	16	2	31	25	9	9	59	43	22	74	19	9	0	248	27
Pct 1123	Election Day	1123	1	915	179	19.56	17	58	12	4	71	19	1	12	1	22	27	8	10	32	14	34	64	5	8	1	102	15
Pct 1123	VBM	1123	1	915	364	39.78	47	112	57	20	89	50	10	32	6	42	18	21	15	72	65	28	90	12	14	3	247	42
Pct 1124	Election Day	1124	1	819	152	18.56	20	47	8	4	54	16	2	10	3	19	15	10	5	23	18	17	54	10	7	1	104	12
Pct 1124	VBM	1124	1	819	302	36.87	25	95	41	15	101	60	3	28	1	30	19	8	16	89	59	28	84	11	13	0	162	24
Pct 1125	Election Day	1125	1	1047	159	15.19	11	33	11	4	60	13	2	12	5	20	31	13	6	38	20	25	43	10	9	0	99	9
Pct 1125	VBM	1125	1	1047	466	44.51	41	139	45	19	140	89	10	35	4	48	44	29	34	107	100	55	124	17	15	5	268	39
Pct 1126	Election Day	1126	1	922	190	20.61	19	56	12	7	70	27	2	17	4	25	33	11	7	41	26	16	50	8	10	5	109	15
Pct 1126	VBM	1126	1	922	400	43.38	50	111	41	24	133	77	5	35	5	49	35	17	21	104	63	38	97	12	11	12	218	45
Pct 1127	Election Day	1127	1	920	200	21.74	27	55	13	7	73	27	2	20	1	28	32	13	6	41	26	20	46	4	7	1	133	18
Pct 1127	VBM	1127	1	920	382	41.52	63	99	60	19	118	56	6	28	4	49	23	25	21	102	67	39	100	21	14	0	202	30
Pct 1128	Election Day	1128	1	838	154	18.38	11	57	15	5	50	23	2	9	1	16	17	6	11	31	28	15	49	8	6	0	90	12
Pct 1128	VBM	1128	1	838	362	43.20	33	97	40	15	109	47	9	39	3	35	30	33	30	99	52	36	97	15	17	1	210	39
Pct 1129	Election Day	1129	1	980	227	23.16	21	64	13	8	81	26	2	14	6	27	38	17	8	46	14	15	64	9	10	4	161	30
Pct 1129	VBM	1129	1	980	416	42.45	43	132	52	25	134	45	9	45	4	43	33	17	28	112	99	37	89	12	8	1	223	42
Pct 1131	Election Day	1131	1	797	132	16.56	20	33	8	7	54	15	5	12	0	21	20	6	6	36	20	11	33	7	3	0	73	6
Pct 1131	VBM	1131	1	797	371	46.55	48	101	55	21	110	65	10	43	7	29	27	14	20	110	76	28	83	11	19	0	221	18
Pct 1132	Election Day	1132	1	969	179	18.47	23	47	8	4	46	21	2	14	1	34	17	4	7	35	24	15	49	3	5	3	148	21
Pct 1132	VBM	1132	1	969	427	44.07	42	115	47	22	139	66	6	41	3	44	38	24	20	119	76	30	92	22	2	5	277	51
Pct 1133	Election Day	1133	1	863	161	18.66	14	37	10	4	50	17	4	9	0	20	18	13	4	39	26	15	45	8	7	2	138	0
Pct 1133	VBM	1133	1	863	410	47.51	50	148	45	14	121	82	2	31	2	51	24	22	19	103	67	26	116	11	15	2	255	24
Pct 1134	Election Day	1134	1	759	170	22.40	22	65	10	4	68	29	2	16	2	13	22	2	3	22	30	19	60	9	2	4	88	12
Pct 1134	VBM	1134	1	759	317	41.77	32	97	28	9	90	56	10	29	0	30	18	13	8	89	43	26	93	8	8	6	249	12
Pct 1135	Election Day	1135	1	540	87	16.11	7	28	7	2	27	19	2	6	0	9	9	2	7	25	17	5	22	1	3	0	54	6
Pct 1135	VBM	1135	1	540	295	54.63	32	95	36	10	92	46	5	13	4	32	19	19	21	55	57	32	74	6	14	22	186	15
Pct 1136	Election Day	1136	1	829	144	17.37	18	38	10	3	48	18	2	14	0	23	21	6	8	26	9	25	39	7	2	3	103	9
Pct 1136	VBM	1136	1	829	412	49.70	57	114	55	13	112	80	8	34	2	42	33	13	17	99	68	37	104	15	5	2	311	12
Pct 1141	Election Day	1141	1	1041	223	21.42	28	73	14	3	99	33	4	10	0	21	36	10	7	44	32	24	80	10	5	0	133	3
Pct 1141	VBM	1141	1	1041	484	46.49	52	156	48	21	165	95	4	43	10	62	39	29	19	110	89	35	143	28	14	0	263	27
Pct 1142	Election Day	1142	1	861	175	20.33	22	52	3	2	60	20	4	14	3	22	30	11	8	36	23	16	67	7	7	0	112	6
Pct 1142	VBM	1142	1	861	393	45.64	37	128	34	11	138	75	8	35	2	37	35	23	14	81	58	25	111	20	13	7	242	45
Pct 1143	Election Day	1143	1	1034	228	22.05	28	73	10	6	90	31	5	21	3	31	39	8	7	38	31	26	87	9	6	0	111	21
Pct 1143	VBM	1143	1	1034	440	42.55	33	147	43	14	150	69	10	32	2	50	42	34	19	80	65	38	121	28	21	4	246	60
Pct 1144	Election Day	1144	1	907	205	22.60	29	59	13	6	72	30	1	21	1	35	31	11	5	47	32	24	74	9	13	1	80	18
Pct 1144	VBM	1144	1	907	387	42.67	41	135	53	12	132	84	2	37	3	40	29	14	20	85	39	30	127	18	11	3	210	39
Pct 1145	Election Day	1145	1	888	189	21.28	25	68	10	0	77	24	0	19	4	33	17	10	5	28	19	27	70	8	7	0	104	12
Pct 1145	VBM	1145	1	888	461	51.91	66	157	56	9	140	97	10	41	5	58	32	15	8	91	74	50	151	18	18	2	255	30
Pct 1146	Election Day	1146	1	1011	186	18.40	24	68	9	4	84	25	5	13	2	23	27	8	7	24	26	18	72	5	8	3	91	12
Pct 1146	VBM	1146	1	1011	454	44.91	49	164	43	20	129	81	5	36	2	45	38	17	26	79	80	41	142	13	14	3	266	63
Pct 1147	Election Day	1147	1	877	210	23.95	29	80	12	2	67	35	2	21	8	26	33	8	7	26	32	13	78	8	7	1	126	6
Pct 1147	VBM	1147	1	877	396	45.15	63	133	47	23	135	65	7	30	6	49	38	16	10	68	54	41	137	17	7	0	179	60
Pct 1148	Election Day	1148	1	962	196	20.37	36	64	16	6	71	28	5	17	3	18	26	9	10	33	27	17	58	4	5	2	121	12
Pct 1148	VBM	1148	1	962	444	46.15	52	116	71	22	136	59	12	36	3	59	44	19	21	118	87	24	117	14	16	3	270	33
Pct 1149	Election Day	1149	1	907	210	23.15	29	72	8	5	91	28	4	14	3	30	34	16	9	34	28	21	70	7	4	0	114	3
Pct 1149	VBM	1149	1	907	407	44.87	36	136	45	13	154	60	5	48	3	48	25	11	20	97	71	35	132	14	21	7	246	18
Pct 1151 MB	Election Day	1151	1	0	0	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pct 1151 MB	VBM	1151	1	0	0	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pct 1152	Election Day	1152	1	864	198	22.92	27	68	15	6	78	23	2	16	2	21	32	12	11	33	26	14	65	5	5	0	130	3
Pct 1152	VBM	1152	1	864	388	44.91	55	120	56	10	124	56	9	35	8	37	40	11	18	107	80	23	97	20	17	2	182	57
Pct 1153	Election Day	1153	1	951	209	21.98	27	59	10	5	73	25	4	18	2	20	33	8	8	39	24	19	59	9	10	0	151	24
