November 6, 2018 General Election

Report generated on: Tuesday, November 27, 2018 at 12:03:50 PM


*** Governor - CALIFORNIA (100)
Precinct Totals
PrecinctName	ReportingType	PrecinctID	Precincts	Registration	Ballots Cast	Turnout (%)	JOHN H. COX	GAVIN NEWSOM	Under Vote	Over Vote
Pct 9204	VBM	9204	1	873	393	45.02	107	264	22	0
Pct 9205	Election Day	9205	1	728	208	28.57	38	158	12	0
Pct 9205	VBM	9205	1	728	376	51.65	43	314	18	1
Pct 9206	Election Day	9206	1	931	249	26.75	69	166	14	0
Pct 9206	VBM	9206	1	931	479	51.45	130	324	25	0
Pct 9207	Election Day	9207	1	981	262	26.71	62	181	19	0
Pct 9207	VBM	9207	1	981	502	51.17	113	353	36	0
Pct 9208	Election Day	9208	1	1002	287	28.64	70	202	15	0
Pct 9208	VBM	9208	1	1002	491	49.00	91	368	32	0
Pct 9209	Election Day	9209	1	711	245	34.46	54	177	14	0
Pct 9209	VBM	9209	1	711	327	45.99	77	232	18	0
Pct 9211	Election Day	9211	1	889	234	26.32	34	185	15	0
Pct 9211	VBM	9211	1	889	432	48.59	76	331	25	0
Pct 9212	Election Day	9212	1	803	234	29.14	36	181	17	0
Pct 9212	VBM	9212	1	803	400	49.81	64	316	20	0
Pct 9213	Election Day	9213	1	951	264	27.76	38	207	19	0
Pct 9213	VBM	9213	1	951	508	53.42	85	396	27	0
Pct 9214	Election Day	9214	1	640	166	25.94	40	116	10	0
Pct 9214	VBM	9214	1	640	334	52.19	80	239	15	0
Pct 9215	Election Day	9215	1	652	194	29.75	57	123	14	0
Pct 9215	VBM	9215	1	652	327	50.15	60	249	18	0
Pct 9216	Election Day	9216	1	845	246	29.11	42	191	13	0
Pct 9216	VBM	9216	1	845	379	44.85	66	287	26	0
Pct 9217	Election Day	9217	1	698	194	27.79	42	139	13	0
Pct 9217	VBM	9217	1	698	349	50.00	69	251	29	0
Pct 9218	Election Day	9218	1	841	249	29.61	56	180	13	0
Pct 9218	VBM	9218	1	841	412	48.99	95	289	28	0
Pct 9219	Election Day	9219	1	802	242	30.17	35	191	16	0
Pct 9219	VBM	9219	1	802	399	49.75	63	322	13	1
Pct 9221	Election Day	9221	1	651	145	22.27	32	105	8	0
Pct 9221	VBM	9221	1	651	399	61.29	108	271	20	0
Pct 9222	Election Day	9222	1	883	249	28.20	41	181	27	0
Pct 9222	VBM	9222	1	883	449	50.85	104	325	20	0
Pct 9223	Election Day	9223	1	638	160	25.08	33	117	10	0
Pct 9223	VBM	9223	1	638	338	52.98	71	246	21	0
Pct 9224	Election Day	9224	1	960	263	27.40	66	177	20	0
Pct 9224	VBM	9224	1	960	506	52.71	104	370	32	0
Pct 9225	Election Day	9225	1	958	299	31.21	59	225	15	0
Pct 9225	VBM	9225	1	958	469	48.96	81	361	27	0
Pct 9226	Election Day	9226	1	926	271	29.27	56	192	23	0
Pct 9226	VBM	9226	1	926	486	52.48	88	370	28	0
Pct 9227	Election Day	9227	1	738	188	25.47	38	141	9	0
Pct 9227	VBM	9227	1	738	404	54.74	94	293	17	0
Pct 9228	Election Day	9228	1	747	189	25.30	37	139	13	0
Pct 9228	VBM	9228	1	747	424	56.76	90	310	24	0
Pct 9229	Election Day	9229	1	598	162	27.09	30	123	9	0
Pct 9229	VBM	9229	1	598	316	52.84	59	243	14	0
Pct 9231	Election Day	9231	1	953	313	32.84	28	274	11	0
Pct 9231	VBM	9231	1	953	488	51.21	55	403	30	0
Pct 9232	Election Day	9232	1	735	212	28.84	34	163	15	0
Pct 9232	VBM	9232	1	735	396	53.88	58	323	15	0
Pct 9233	Election Day	9233	1	793	209	26.36	41	155	13	0
Pct 9233	VBM	9233	1	793	434	54.73	95	309	30	0
Pct 9234	Election Day	9234	1	746	187	25.07	28	146	13	0
Pct 9234	VBM	9234	1	746	438	58.71	87	335	16	0
Pct 9235	Election Day	9235	1	884	239	27.04	44	185	10	0
Pct 9235	VBM	9235	1	884	488	55.20	115	350	23	0
Pct 9236	Election Day	9236	1	683	201	29.43	41	152	8	0
Pct 9236	VBM	9236	1	683	358	52.42	49	286	23	0
Pct 9237	Election Day	9237	1	936	229	24.47	42	172	15	0
Pct 9237	VBM	9237	1	936	539	57.59	81	423	35	0
Pct 9238	Election Day	9238	1	842	230	27.32	48	164	18	0
Pct 9238	VBM	9238	1	842	456	54.16	103	323	30	0
Pct 9239	Election Day	9239	1	881	200	22.70	43	144	13	0
Pct 9239	VBM	9239	1	881	499	56.64	93	381	25	0
Pct 9241	Election Day	9241	1	1005	255	25.37	43	192	20	0
Pct 9241	VBM	9241	1	1005	578	57.51	82	471	24	1
Pct 9242	Election Day	9242	1	972	277	28.50	52	207	18	0
Pct 9242	VBM	9242	1	972	513	52.78	75	418	20	0
Pct 9243	Election Day	9243	1	594	193	32.49	32	149	12	0
Pct 9243	VBM	9243	1	594	307	51.68	34	261	12	0
Pct 9244	Election Day	9244	1	903	255	28.24	26	219	10	0
Pct 9244	VBM	9244	1	903	485	53.71	39	418	28	0
Pct 9245	Election Day	9245	1	742	209	28.17	27	172	10	0
Pct 9245	VBM	9245	1	742	375	50.54	38	315	22	0
Pct 9246	Election Day	9246	1	929	257	27.66	37	206	14	0
Pct 9246	VBM	9246	1	929	528	56.84	77	426	25	0
Pct 9247	Election Day	9247	1	927	264	28.48	38	211	15	0
Pct 9247	VBM	9247	1	927	515	55.56	79	424	12	0
Pct 9248	Election Day	9248	1	907	258	28.45	30	219	9	0
Pct 9248	VBM	9248	1	907	487	53.69	60	407	20	0
Pct 9249	Election Day	9249	1	917	271	29.55	30	224	17	0
Pct 9249	VBM	9249	1	917	495	53.98	79	391	25	0
Pct 9251	Election Day	9251	1	995	287	28.84	35	232	20	0
Pct 9251	VBM	9251	1	995	530	53.27	77	428	25	0
Pct 9252	Election Day	9252	1	944	219	23.20	31	174	13	1
Pct 9252	VBM	9252	1	944	550	58.26	89	431	30	0
Pct 9253	Election Day	9253	1	772	187	24.22	36	135	16	0
Pct 9253	VBM	9253	1	772	397	51.42	74	306	17	0
Pct 9254	Election Day	9254	1	935	230	24.60	25	195	10	0
Pct 9254	VBM	9254	1	935	538	57.54	55	461	22	0
Pct 9255	Election Day	9255	1	553	183	33.09	21	149	13	0
Pct 9255	VBM	9255	1	553	263	47.56	21	228	14	0
Pct 9256	Election Day	9256	1	474	130	27.43	9	116	5	0
Pct 9256	VBM	9256	1	474	233	49.16	20	206	7	0
Pct 9257 MB	Election Day	9257	1	321	14	4.36	0	13	1	0
Pct 9257 MB	VBM	9257	1	321	235	73.21	13	215	7	0
Pct 9258	Election Day	9258	1	712	193	27.11	17	169	7	0
Pct 9258	VBM	9258	1	712	373	52.39	54	302	17	0
Pct 9401	Election Day	9401	1	1012	293	28.95	23	253	17	0
Pct 9401	VBM	9401	1	1012	484	47.83	52	408	24	0
Pct 9402	Election Day	9402	1	977	290	29.68	29	235	26	0
Pct 9402	VBM	9402	1	977	458	46.88	61	364	33	0
Pct 9403	Election Day	9403	1	897	240	26.76	37	191	12	0
Pct 9403	VBM	9403	1	897	419	46.71	71	319	29	0
Pct 9404	Election Day	9404	1	930	200	21.51	21	157	22	0
Pct 9404	VBM	9404	1	930	462	49.68	88	341	33	0
Pct 9405	Election Day	9405	1	786	210	26.72	47	154	9	0
Pct 9405	VBM	9405	1	786	364	46.31	62	274	28	0
Pct 9406	Election Day	9406	1	868	244	28.11	49	181	14	0
Pct 9406	VBM	9406	1	868	421	48.50	62	333	26	0
Pct 9407	Election Day	9407	1	889	253	28.46	38	203	12	0
Pct 9407	VBM	9407	1	889	409	46.01	54	330	25	0
Pct 9408	Election Day	9408	1	886	265	29.91	34	216	15	0
Pct 9408	VBM	9408	1	886	415	46.84	40	351	24	0
Pct 9409	Election Day	9409	1	590	201	34.07	14	181	6	0
Pct 9409	VBM	9409	1	590	252	42.71	29	209	14	0
Pct 9411	Election Day	9411	1	956	271	28.35	20	239	12	0
Pct 9411	VBM	9411	1	956	431	45.08	43	370	18	0
Pct 9412	Election Day	9412	1	848	245	28.89	29	200	16	0
Pct 9412	VBM	9412	1	848	380	44.81	61	281	38	0
Pct 9413	Election Day	9413	1	894	229	25.62	31	181	17	0
Pct 9413	VBM	9413	1	894	461	51.57	81	344	36	0
Pct 9414	Election Day	9414	1	916	216	23.58	39	167	10	0
Pct 9414	VBM	9414	1	916	463	50.55	73	358	32	0
Pct 9415	Election Day	9415	1	784	187	23.85	35	138	14	0
Pct 9415	VBM	9415	1	784	392	50.00	82	283	27	0
Pct 9416	Election Day	9416	1	1008	282	27.98	41	222	18	0
Pct 9416	VBM	9416	1	1008	480	47.62	55	386	38	0
Pct 9417	Election Day	9417	1	752	175	23.27	31	128	16	0
Pct 9417	VBM	9417	1	752	402	53.46	75	293	34	0
Pct 9418	Election Day	9418	1	790	211	26.71	36	151	24	0
Pct 9418	VBM	9418	1	790	376	47.59	96	238	42	0
Pct 9419	Election Day	9419	1	924	222	24.03	55	147	19	1
Pct 9419	VBM	9419	1	924	468	50.65	126	306	36	0
Pct 9421	Election Day	9421	1	906	238	26.27	44	174	20	0
Pct 9421	VBM	9421	1	906	446	49.23	90	306	50	0
Pct 9422	Election Day	9422	1	1056	283	26.80	56	205	22	0
Pct 9422	VBM	9422	1	1056	513	48.58	122	357	34	0
Pct 9423	Election Day	9423	1	889	219	24.63	33	169	17	0
Pct 9423	VBM	9423	1	889	440	49.49	64	345	31	0
Pct 9424	Election Day	9424	1	952	224	23.53	36	166	21	1
Pct 9424	VBM	9424	1	952	496	52.10	107	347	42	0
Pct 9425	Election Day	9425	1	933	199	21.33	26	156	17	0
Pct 9425	VBM	9425	1	933	465	49.84	108	305	51	1
Pct 9426	Election Day	9426	1	823	198	24.06	28	151	19	0
Pct 9426	VBM	9426	1	823	408	49.57	90	265	53	0
Pct 9427	Election Day	9427	1	948	210	22.15	44	141	25	0
Pct 9427	VBM	9427	1	948	447	47.15	120	283	44	0
Pct 9428	Election Day	9428	1	961	183	19.04	33	135	15	0
Pct 9428	VBM	9428	1	961	518	53.90	100	384	34	0
Pct 9429	Election Day	9429	1	899	228	25.36	54	156	17	0
Pct 9429	VBM	9429	1	899	432	48.05	86	313	33	0
Pct 9431	Election Day	9431	1	973	235	24.15	37	183	15	0
Pct 9431	VBM	9431	1	973	464	47.69	112	324	28	0
Pct 9432	Election Day	9432	1	945	214	22.65	30	165	19	0
Pct 9432	VBM	9432	1	945	468	49.52	95	331	42	0
Pct 9433	Election Day	9433	1	945	195	20.63	42	138	15	0
Pct 9433	VBM	9433	1	945	487	51.53	99	346	42	0
Pct 9434	Election Day	9434	1	979	261	26.66	39	201	21	0
Pct 9434	VBM	9434	1	979	481	49.13	90	347	43	0
Pct 9435	Election Day	9435	1	969	251	25.90	43	187	21	0
Pct 9435	VBM	9435	1	969	448	46.23	86	317	45	0
Pct 9436	Election Day	9436	1	1006	232	23.06	43	171	18	0
Pct 9436	VBM	9436	1	1006	495	49.20	119	335	41	0
Pct 9437	Election Day	9437	1	897	219	24.41	32	169	18	0
Pct 9437	VBM	9437	1	897	435	48.49	116	286	33	0
Pct 9438	Election Day	9438	1	948	202	21.31	36	146	20	0
Pct 9438	VBM	9438	1	948	496	52.32	119	350	27	0
Pct 9439	Election Day	9439	1	879	173	19.68	34	128	11	0
Pct 9439	VBM	9439	1	879	425	48.35	92	292	41	0
Pct 9441	Election Day	9441	1	980	261	26.63	34	210	17	0
Pct 9441	VBM	9441	1	980	462	47.14	90	332	40	0
Pct 9442	Election Day	9442	1	1008	280	27.78	44	225	11	0
Pct 9442	VBM	9442	1	1008	461	45.73	103	324	34	0
Pct 9443	Election Day	9443	1	937	220	23.48	32	170	17	0
Pct 9443	VBM	9443	1	937	442	47.17	80	337	25	0
Pct 9444	Election Day	9444	1	937	190	20.28	42	134	13	0
Pct 9444	VBM	9444	1	937	442	47.17	108	296	37	1
Pct 9445	Election Day	9445	1	981	230	23.45	43	180	7	0
Pct 9445	VBM	9445	1	981	493	50.25	97	353	43	0
Pct 9446	Election Day	9446	1	1090	240	22.02	36	189	15	0
Pct 9446	VBM	9446	1	1090	564	51.74	135	383	46	0
Pct 9447	Election Day	9447	1	906	236	26.05	38	185	13	0
Pct 9447	VBM	9447	1	906	448	49.45	94	327	27	0
Pct 9448	Election Day	9448	1	909	232	25.52	36	183	13	0
Pct 9448	VBM	9448	1	909	429	47.19	82	313	34	0
Pct 9449	Election Day	9449	1	830	177	21.33	29	130	16	0
Pct 9449	VBM	9449	1	830	428	51.57	93	301	34	0
Pct 9451	Election Day	9451	1	420	97	23.10	19	66	12	0
Pct 9451	VBM	9451	1	420	218	51.90	64	138	16	0
Pct 9452	Election Day	9452	1	840	259	30.83	66	178	15	0
Pct 9452	VBM	9452	1	840	412	49.05	98	280	34	0
Pct 9453	Election Day	9453	1	500	135	27.00	40	81	14	0
Pct 9453	VBM	9453	1	500	244	48.80	54	171	19	0
Pct 9501 MB	Election Day	9501	1	148	8	5.41	1	7	0	0
Pct 9501 MB	VBM	9501	1	148	110	74.32	14	91	5	0
Pct 9502 MB	Election Day	9502	1	245	17	6.94	2	15	0	0
Pct 9502 MB	VBM	9502	1	245	177	72.24	13	163	1	0
Pct 9503/9504	Election Day	9503	1	729	198	27.16	17	171	10	0
Pct 9503/9504	VBM	9503	1	729	315	43.21	23	276	16	0
Pct 9505	Election Day	9505	1	784	177	22.58	14	154	9	0
Pct 9505	VBM	9505	1	784	383	48.85	34	332	17	0
Pct 9506	Election Day	9506	1	766	177	23.11	14	154	9	0
Pct 9506	VBM	9506	1	766	313	40.86	19	275	19	0
Pct 9507	Election Day	9507	1	766	231	30.16	8	219	4	0
Pct 9507	VBM	9507	1	766	406	53.00	24	372	10	0
Pct 9508	Election Day	9508	1	798	237	29.70	5	222	10	0
Pct 9508	VBM	9508	1	798	429	53.76	10	406	13	0
Pct 9509	Election Day	9509	1	759	230	30.30	13	208	9	0
Pct 9509	VBM	9509	1	759	386	50.86	20	353	13	0
Pct 9511	Election Day	9511	1	622	190	30.55	18	167	4	1
Pct 9511	VBM	9511	1	622	296	47.59	26	259	11	0
Pct 9512	Election Day	9512	1	809	240	29.67	16	211	13	0
Pct 9512	VBM	9512	1	809	399	49.32	23	360	16	0
Pct 9513	Election Day	9513	1	902	275	30.49	16	244	14	1
Pct 9513	VBM	9513	1	902	390	43.24	25	347	18	0
Pct 9514/9522	Election Day	9514	1	928	304	32.76	18	276	10	0
Pct 9514/9522	VBM	9514	1	928	456	49.14	28	412	16	0
Pct 9515	Election Day	9515	1	705	222	31.49	20	196	5	1
Pct 9515	VBM	9515	1	705	368	52.20	39	308	21	0
Pct 9516	Election Day	9516	1	866	254	29.33	34	208	12	0
Pct 9516	VBM	9516	1	866	427	49.31	54	353	20	0
Pct 9517	Election Day	9517	1	801	228	28.46	13	202	13	0
Pct 9517	VBM	9517	1	801	397	49.56	29	356	12	0
Pct 9518	Election Day	9518	1	802	229	28.55	12	208	9	0
Pct 9518	VBM	9518	1	802	431	53.74	39	375	17	0
Pct 9519	Election Day	9519	1	910	262	28.79	25	229	8	0
Pct 9519	VBM	9519	1	910	486	53.41	30	448	8	0
Pct 9521	Election Day	9521	1	939	316	33.65	22	276	18	0
Pct 9521	VBM	9521	1	939	442	47.07	27	393	22	0
Pct 9701	Election Day	9701	1	671	201	29.96	23	172	6	0
Pct 9701	VBM	9701	1	671	340	50.67	56	265	19	0
Pct 9702	Election Day	9702	1	723	210	29.05	15	192	3	0
Pct 9702	VBM	9702	1	723	364	50.35	42	305	17	0
Pct 9703	Election Day	9703	1	986	232	23.53	36	178	18	0
Pct 9703	VBM	9703	1	986	530	53.75	92	403	35	0
Pct 9704	Election Day	9704	1	950	279	29.37	35	230	14	0
Pct 9704	VBM	9704	1	950	505	53.16	67	404	34	0
Pct 9705	Election Day	9705	1	919	261	28.40	26	220	12	0
Pct 9705	VBM	9705	1	919	483	52.56	41	421	21	0
Pct 9706 MB	Election Day	9706	1	49	2	4.08	0	2	0	0
Pct 9706 MB	VBM	9706	1	49	39	79.59	2	33	4	0
Pct 9707	Election Day	9707	1	821	173	21.07	38	120	15	0
Pct 9707	VBM	9707	1	821	491	59.81	99	360	32	0
Pct 9708	Election Day	9708	1	948	250	26.37	28	214	8	0
Pct 9708	VBM	9708	1	948	500	52.74	50	430	20	0
Pct 9709	Election Day	9709	1	1028	281	27.33	46	209	19	0
Pct 9709	VBM	9709	1	1028	517	50.29	85	400	32	0
Pct 9711	Election Day	9711	1	641	195	30.42	36	149	10	0
Pct 9711	VBM	9711	1	641	336	52.42	66	258	12	0
Pct 9712	Election Day	9712	1	649	160	24.65	27	126	7	0
Pct 9712	VBM	9712	1	649	398	61.33	73	311	13	0
Pct 9713	Election Day	9713	1	960	225	23.44	41	167	16	0
Pct 9713	VBM	9713	1	960	489	50.94	99	341	49	0
Pct 9714	Election Day	9714	1	931	208	22.34	56	142	9	0
Pct 9714	VBM	9714	1	931	538	57.79	116	388	34	0
Pct 9715	Election Day	9715	1	569	180	31.63	31	138	11	0
Pct 9715	VBM	9715	1	569	309	54.31	72	219	18	0
Pct 9716	Election Day	9716	1	947	239	25.24	43	180	16	0
Pct 9716	VBM	9716	1	947	481	50.79	88	365	28	0
Pct 9717	Election Day	9717	1	972	265	27.26	47	201	16	1
Pct 9717	VBM	9717	1	972	532	54.73	93	412	27	0
Pct 9718	Election Day	9718	1	862	227	26.33	42	174	11	0
Pct 9718	VBM	9718	1	862	496	57.54	106	364	25	1
Pct 9719	Election Day	9719	1	901	245	27.19	47	185	13	0
Pct 9719	VBM	9719	1	901	524	58.16	113	376	33	0
Pct 9721	Election Day	9721	1	662	198	29.91	45	144	9	0
Pct 9721	VBM	9721	1	662	357	53.93	74	259	24	0
Pct 9722	Election Day	9722	1	605	119	19.67	27	80	11	0
Pct 9722	VBM	9722	1	605	355	58.68	77	259	19	0
Pct 9723	Election Day	9723	1	481	98	20.37	31	61	6	0
Pct 9723	VBM	9723	1	481	275	57.17	75	181	19	0
Pct 9724	Election Day	9724	1	991	205	20.69	58	137	10	0
Pct 9724	VBM	9724	1	991	565	57.01	184	338	43	0
Pct 9725	Election Day	9725	1	970	214	22.06	49	146	19	0
Pct 9725	VBM	9725	1	970	499	51.44	137	318	44	0
Pct 9726	Election Day	9726	1	655	263	40.15	31	221	11	0
Pct 9726	VBM	9726	1	655	241	36.79	39	193	9	0
Pct 9727	Election Day	9727	1	459	79	17.21	21	55	3	0
Pct 9727	VBM	9727	1	459	271	59.04	83	170	18	0
Pct 9728	Election Day	9728	1	926	231	24.95	58	159	14	0
Pct 9728	VBM	9728	1	926	503	54.32	136	341	26	0
Pct 9729	Election Day	9729	1	800	191	23.88	54	122	15	0
Pct 9729	VBM	9729	1	800	442	55.25	106	316	20	0
Pct 9731	Election Day	9731	1	556	167	30.04	39	114	14	0
Pct 9731	VBM	9731	1	556	282	50.72	71	198	13	0
Pct 9732 MB	Election Day	9732	1	70	2	2.86	0	2	0	0
Pct 9732 MB	VBM	9732	1	70	56	80.00	10	46	0	0
Pct 9733 MB	Election Day	9733	1	235	7	2.98	1	6	0	0
Pct 9733 MB	VBM	9733	1	235	191	81.28	26	162	3	0
Pct 9734	Election Day	9734	1	603	154	25.54	50	98	6	0
Pct 9734	VBM	9734	1	603	341	56.55	74	253	14	0
Pct 9735	Election Day	9735	1	809	206	25.46	52	141	13	0
Pct 9735	VBM	9735	1	809	449	55.50	97	339	13	0
Pct 9736	Election Day	9736	1	713	173	24.26	35	130	8	0
Pct 9736	VBM	9736	1	713	410	57.50	50	340	20	0
Pct 9737	Election Day	9737	1	818	208	25.43	28	172	8	0
Pct 9737	VBM	9737	1	818	476	58.19	63	393	19	1
Pct 9738	Election Day	9738	1	848	185	21.82	32	144	9	0
Pct 9738	VBM	9738	1	848	404	47.64	77	306	21	0
Pct 9739	Election Day	9739	1	828	220	26.57	21	192	7	0
Pct 9739	VBM	9739	1	828	335	40.46	50	273	12	0
Pct 9741	Election Day	9741	1	552	232	42.03	8	220	4	0
Pct 9741	VBM	9741	1	552	105	19.02	3	100	2	0
Pct 9742	Election Day	9742	1	677	180	26.59	48	117	11	0
Pct 9742	VBM	9742	1	677	289	42.69	71	203	15	0
Pct 9743	Election Day	9743	1	1163	310	26.66	35	266	9	0
Pct 9743	VBM	9743	1	1163	501	43.08	65	420	16	0
Pct 9744	Election Day	9744	1	911	247	27.11	38	195	13	0
Pct 9744	VBM	9744	1	911	391	42.92	64	315	12	0
Pct 9745	Election Day	9745	1	991	282	28.46	34	229	19	0
Pct 9745	VBM	9745	1	991	346	34.91	49	288	9	0
Pct 9746	Election Day	9746	1	884	232	26.24	60	159	13	0
Pct 9746	VBM	9746	1	884	452	51.13	100	334	18	0
Pct 9747	Election Day	9747	1	973	246	25.28	26	214	6	0
Pct 9747	VBM	9747	1	973	470	48.30	78	357	35	0
Pct 9748	Election Day	9748	1	931	229	24.60	33	181	15	0
Pct 9748	VBM	9748	1	931	475	51.02	95	353	26	0
Pct 9749	Election Day	9749	1	913	225	24.64	25	178	20	0
Pct 9749	VBM	9749	1	913	384	42.06	59	293	32	0
Pct 9751	Election Day	9751	1	1016	253	24.90	43	192	18	0
Pct 9751	VBM	9751	1	1016	523	51.48	85	411	27	0
Pct 9752	Election Day	9752	1	710	175	24.65	36	130	6	0
Pct 9752	VBM	9752	1	710	392	55.21	72	308	12	0
Pct 9753	Election Day	9753	1	756	186	24.60	18	159	9	0
Pct 9753	VBM	9753	1	756	388	51.32	49	315	24	0
Pct 9754	Election Day	9754	1	707	47	6.65	6	39	2	0
Pct 9754	VBM	9754	1	707	377	53.32	43	322	12	0
Pct 9755	Election Day	9755	1	582	172	29.55	20	144	8	0
Pct 9755	VBM	9755	1	582	285	48.97	35	237	11	0
Pct 9756	Election Day	9756	1	941	185	19.66	26	151	8	0
Pct 9756	VBM	9756	1	941	477	50.69	90	358	29	0
Pct 9801	Election Day	9801	1	408	104	25.49	21	77	6	0
Pct 9801	VBM	9801	1	408	181	44.36	24	151	6	0
Pct 9900 MB	Election Day	9900	1	0	0	0.00	0	0	0	0
Pct 9900 MB	VBM	9900	1	0	0	0.00	0	0	0	0
Pct 9901 MB	Election Day	9901	1	0	0	0.00	0	0	0	0
Pct 9901 MB	VBM	9901	1	0	0	0.00	0	0	0	0
Pct 9902 MB	Election Day	9902	1	0	0	0.00	0	0	0	0
Pct 9902 MB	VBM	9902	1	0	0	0.00	0	0	0	0
Grand Totals	Election Day	City:0	604	500516	127886	25.55	14659	105934	7178	35
Grand Totals	VBM	City:0	604	500516	244962	48.94	32411	199567	12899	59
Grand Totals		City:0	604	500516	372848	74.49	47070	305501	20077	94

Attorney General - CALIFORNIA (125)
District and Neighborhood Totals
DistrictName	ReportingType	DistrictLabel	Precincts	Registration	Ballots Cast	Turnout (%)	STEVEN C BAILEY	XAVIER BECERRA	Under Vote	Over Vote
12TH CONGRESSIONAL DISTRICT		Congressional:12	529	443570	332491	74.96	39850	274744	17724	86
13TH CONGRESSIONAL DISTRICT		Congressional:13	1	0	0	0.00	0	0	0	0
14TH CONGRESSIONAL DISTRICT		Congressional:14	74	56946	40357	70.87	7220	30757	2353	8
11TH SENATORIAL DISTRICT		Senatorial:11	604	500516	372848	74.49	47070	305501	20077	94
17TH ASSEMBLY DISTRICT		Assembly:17	353	291063	214827	73.81	21264	182706	10726	69
19TH ASSEMBLY DISTRICT		Assembly:19	251	209453	158021	75.44	25806	122795	9351	25
BART DISTRICT 4		BART:4	1	0	0	0.00	0	0	0	0
BART DISTRICT 7		BART:7	46	38460	24736	64.32	3013	20218	1494	8
BART DISTRICT 8		BART:8	266	223735	166386	74.37	28258	127539	10515	27
BART DISTRICT 9		BART:9	291	238321	181726	76.25	15799	157744	8068	59
SUPERVISORIAL DISTRICT 1		Supervisorial:1	48	42767	32743	76.56	4675	26222	1834	5
SUPERVISORIAL DISTRICT 2		Supervisorial:2	62	50394	40402	80.17	6910	31355	2131	5
SUPERVISORIAL DISTRICT 3		Supervisorial:3	45	39799	28571	71.79	3930	22744	1889	6
SUPERVISORIAL DISTRICT 4		Supervisorial:4	48	42953	31699	73.80	5882	23392	2413	4
SUPERVISORIAL DISTRICT 5		Supervisorial:5	67	53744	42036	78.22	2984	37321	1711	15
SUPERVISORIAL DISTRICT 6		Supervisorial:6	48	43321	29158	67.31	3593	23724	1827	12
SUPERVISORIAL DISTRICT 7		Supervisorial:7	63	47076	36587	77.72	6330	28339	1884	4
SUPERVISORIAL DISTRICT 8		Supervisorial:8	71	58122	48632	83.67	3124	43784	1688	5
SUPERVISORIAL DISTRICT 9		Supervisorial:9	54	42988	31769	73.90	2523	27819	1407	10
SUPERVISORIAL DISTRICT 10		Supervisorial:10	53	41862	26459	63.21	3145	21604	1688	13
SUPERVISORIAL DISTRICT 11		Supervisorial:11	45	37490	24792	66.13	3974	19197	1605	15
CITY/COUNTY OF SAN FRANCISCO		City:0	604	500516	372848	74.49	47070	305501	20077	94
BAYVIEW/HUNTERS POINT		Neighborhood:BAYVW/HTRSPT	27	19914	11270	56.59	1440	8985	838	6
CHINATOWN		Neighborhood:CHINA	20	17446	12440	71.31	1744	9741	950	4
CIVIC CENTER/DOWNTOWN		Neighborhood:CVC CTR/DWTN	33	28644	19045	66.49	2451	15306	1281	6
DIAMOND HEIGHTS		Neighborhood:DIAMD HTS	9	7002	5802	82.86	577	5015	206	1
EXCELSIOR (OUTER MISSION)		Neighborhood:EXCELSIOR	33	27634	18420	66.66	3078	14183	1146	12
HAIGHT ASHBURY		Neighborhood:HAIGHT ASH	18	14982	12240	81.70	645	11154	435	4
INGLESIDE		Neighborhood:INGLESIDE	14	12118	7928	65.42	1141	6222	560	3
INNER SUNSET		Neighborhood:INNER SUNSET	13	9734	7857	80.72	678	6867	311	1
LAKE MERCED		Neighborhood:LAKE MERCED	10	8390	5918	70.54	1080	4543	294	0
LAUREL HEIGHTS/ANZA VISTA		Neighborhood:LRL HTS/ANZA	13	10097	8010	79.33	927	6722	360	1
MARINA/PACIFIC HEIGHTS		Neighborhood:MAR/PAC HTS	49	40622	32395	79.75	5575	25110	1701	4
MISSION		Neighborhood:MISSION	37	31129	23295	74.83	1354	21028	903	7
NOE VALLEY		Neighborhood:NOE VALLEY	19	16964	14420	85.00	979	12920	518	0
NORTH BERNAL HTS		Neighborhood:N BERNAL HTS	12	8795	7263	82.58	362	6663	236	0
NORTH EMBARCADERO		Neighborhood:N EMBRCDRO	8	7019	5232	74.54	789	4149	294	0
PORTOLA		Neighborhood:PORTOLA	13	9293	6104	65.68	1089	4551	458	4
POTRERO HILL		Neighborhood:POTRERO HILL	17	16814	13081	77.80	1053	11482	540	3
RICHMOND		Neighborhood:RICHMOND	41	37322	28503	76.37	4186	22680	1627	5
SEA CLIFF/PRESIDIO HEIGHTS		Neighborhood:SECLF/PREHTS	10	8050	6587	81.83	1135	5095	356	0
SOUTH BERNAL HEIGHT		Neighborhood:S BERNAL HTS	13	9419	7393	78.49	508	6594	283	2
SOUTH OF MARKET		Neighborhood:SOMA	27	24674	17045	69.08	2155	13891	989	8
SUNSET		Neighborhood:SUNSET	47	42363	31246	73.76	5839	23002	2393	4
UPPER MARKET/EUREKA VALLEY		Neighborhood:UPRMKT/EURKA	22	18966	16190	85.36	868	14809	499	2
VISITATION VALLEY		Neighborhood:VISITA VLY	13	8139	4488	55.14	880	3167	435	3
WEST OF TWIN PEAKS		Neighborhood:W TWIN PKS	47	34909	27838	79.74	4865	21493	1449	4
WESTERN ADDITION		Neighborhood:WST ADDITION	39	30077	22838	75.93	1672	20129	1015	10
Grand Totals		City:0	604	500516	372848	74.49	47070	305501	20077	94


*** Insurance Commissioner - CALIFORNIA (130)
Precinct Totals
