		Total Registered	Democratic	Republican	American Independent	Green	Libertarian	Peace and Freedom	Unknown	Other	No Party Preference
	State Senate 18	480229	248308	66270	10241	2167	3100	2396	1612	4197	141938
	State Senate 20	64870	31706	9684	1431	255	447	1012	328	508	19499
	State Senate 21	324860	123845	101106	10001	992	2385	1101	1344	2743	81343
	State Senate 22	419586	191639	72757	8215	1423	2063	2954	1917	2580	136038
	State Senate 23	28	5	16	3	0	0	0	0	0	4
	State Senate 24	427191	245403	35103	7044	2436	2339	3105	2421	2750	126590
	State Senate 25	525050	226256	128366	11629	2359	3545	1869	1660	4365	145001
	State Senate 26	639325	300681	126257	14166	2935	4847	1525	1794	6036	181084
	State Senate 27	377127	170635	87761	8887	1622	2501	1238	1022	3275	100186
	State Senate 29	84767	30536	20207	1561	262	361	388	317	580	30555
	State Senate 30	521539	327505	34031	9368	2236	2313	3124	2693	3799	136470
	State Senate 32	461726	220723	95336	10016	1507	2569	2927	1472	2953	124223
	State Senate 33	422216	232852	49861	8536	1948	2538	3889	1964	2664	117964
	State Senate 34	44602	17807	13828	1177	257	409	109	102	364	10549
	State Senate 35	487542	276666	59340	8982	1611	2260	3345	2137	3358	129843
											
	State Assembly 36	204592	83102	59499	6438	592	1403	829	984	1575	50170
	State Assembly 38	214393	76993	69918	5864	742	1600	491	597	1977	56211
	State Assembly 39	232809	118826	32691	4893	1151	1431	1381	795	2060	69581
	State Assembly 41	231101	106911	54600	5038	1135	1606	812	740	1872	58387
	State Assembly 43	282591	130467	53726	5851	1321	1843	1037	873	2404	85069
	State Assembly 44	6130	2060	2231	176	16	44	8	10	73	1512
	State Assembly 45	273281	129725	56818	6222	1147	1696	1056	805	2289	73523
	State Assembly 46	249749	130082	34159	5456	1099	1779	1049	831	2124	73170
	State Assembly 48	222695	101801	47395	5029	721	1315	1691	819	1488	62436
	State Assembly 49	211002	86506	38916	3697	736	952	1176	1108	1309	76602
	State Assembly 50	332577	172201	50189	7260	1730	2345	802	943	3258	93849
	State Assembly 51	229388	134512	19177	3763	1329	1250	1766	1317	1438	64836
	State Assembly 52	64870	31706	9684	1431	255	447	1012	328	508	19499
	State Assembly 53	189527	106436	15012	3289	1027	991	1424	1254	1157	58937
	State Assembly 54	300970	183199	25694	5472	1377	1623	1201	1147	2429	78828
	State Assembly 55	84765	30534	20207	1561	262	361	388	317	580	30555
	State Assembly 57	239715	112675	52154	5333	778	1364	1494	713	1460	63744
	State Assembly 58	234972	120397	38975	4583	759	1176	1665	890	1479	65048
	State Assembly 59	199986	127103	9507	3430	697	759	1726	1258	1129	54377
	State Assembly 62	268035	154284	29015	5243	1105	1623	1226	1087	2283	72169
	State Assembly 63	208552	113497	27871	4069	716	1093	1939	903	1198	57266
	State Assembly 64	237732	144405	19029	4124	696	825	2234	1165	1557	63697
	State Assembly 66	288836	115280	81892	6396	964	2011	751	830	2340	78372
	State Assembly 70	272390	131865	51564	6639	1655	2140	1824	1069	2185	73449
											
	State Board of Equalization 1	724807	319763	168247	18642	2623	4826	3840	2853	5861	198152
	State Board of Equalization 3	4555851	2324804	731676	92615	19387	26851	25142	17930	34311	1283135
											
  Cities											
	Agoura Hills	14084	5683	4113	390	56	123	15	27	141	3536
	Alhambra	42339	19686	6296	722	194	186	267	200	294	14494
	Arcadia	28940	8673	7657	469	96	115	95	96	182	11557
	Artesia	7689	3457	1455	119	17	45	65	48	66	2417
	Avalon	1791	693	560	47	16	12	10	6	15	432
	Azusa	20750	9434	4092	489	90	147	204	71	140	6083
	Baldwin Park	30474	16241	3498	534	98	137	260	121	204	9381
	Bell	13122	7816	1111	190	44	55	126	61	63	3656
	Bell Gardens	14494	8590	1022	231	42	65	143	101	83	4217
	Bellflower	35892	17674	6231	902	133	215	289	147	245	10056
	Beverly Hills	20819	8956	4770	387	50	97	46	72	173	6268
	Bradbury	561	135	229	17	0	4	2	1	4	169
	Burbank	66128	30124	13886	1635	303	517	214	175	665	18609
	Calabasas	15530	6725	4051	371	49	100	35	50	150	3999
	Carson	59180	33266	7154	1045	141	198	377	212	386	16401
	Cerritos	32802	12720	7996	538	58	118	136	88	228	10920
	Claremont	21916	9999	5645	512	135	156	74	63	187	5145
	Commerce	6615	4155	547	93	35	30	72	36	23	1624
	Compton	44949	29785	1952	747	135	141	375	222	337	11255
	Covina	26502	11291	6777	688	64	179	186	84	197	7036
	Cudahy	8162	4813	626	107	34	42	96	42	33	2369
	Culver City	27518	15839	3198	510	147	184	56	75	239	7270
	Diamond Bar	30307	10448	8039	593	109	140	103	104	218	10553
	Downey	58194	28818	11325	1270	188	343	348	203	375	15324
	Duarte	11962	5537	2578	264	37	76	53	43	90	3284
	El Monte	36869	18211	4521	736	113	167	278	253	215	12375
	El Segundo	11746	4200	3500	351	64	125	26	28	110	3342
	Gardena	33794	19811	4447	552	80	142	155	132	218	8257
	Glendale	107473	44142	23174	2271	426	594	410	385	851	35220
	Glendora	31291	9637	12501	845	102	264	143	82	262	7455
	Hawaiian Gardens	5250	2692	650	105	17	21	51	35	25	1654
	Hawthorne	38186	21747	3979	745	127	211	182	183	258	10754
	Hermosa Beach	13589	5129	3562	356	57	160	20	41	140	4124
	Hidden Hills	1330	465	456	27	2	8	3	4	14	351
	Huntington Park	20245	12202	1534	320	59	102	181	87	97	5663
	Industry	120	34	42	5	0	0	0	0	0	39
	Inglewood	61417	40850	2859	993	211	237	335	268	426	15238
	Irwindale	951	554	129	30	2	3	9	1	2	221
	La Canada Flintridge	14756	4820	5469	269	35	90	16	29	101	3927
	La Habra Heights	3728	947	1713	84	7	32	12	4	31	898
	La Mirada	28085	10492	9185	718	84	196	128	66	226	6990
	La Puente	16576	9212	1945	323	57	79	143	67	78	4672
	La Verne	20570	6989	7886	545	70	137	90	51	156	4646
	Lakewood	50780	21708	13297	1436	182	390	239	158	404	12966
	Lancaster	77220	32346	21795	2474	179	528	328	427	575	18568
	Lawndale	14169	7298	2076	311	59	87	76	53	84	4125
	Lomita	12302	4971	3505	328	65	114	39	35	89	3156
	Long Beach	259281	128809	44517	6196	1494	1947	2185	1092	1945	71096
	Los Angeles	2063098	1122836	257923	40932	9857	12281	11017	8654	16364	583234
	Lynwood	26277	16303	1622	396	70	102	252	139	138	7255
	Malibu	8599	3633	2129	240	54	60	16	14	123	2330
	Manhattan Beach	25423	9266	8128	562	65	205	26	58	240	6873
	Maywood	9583	5722	628	142	38	48	95	49	59	2802
	Monrovia	21116	8806	5571	507	103	167	96	72	146	5648
	Montebello	30728	17197	4011	505	127	143	232	110	189	8214
	Monterey Park	28901	12278	4523	464	111	120	165	186	165	10889
	Norwalk	49349	25604	7720	992	137	251	430	193	276	13746
	Palmdale	76425	35554	17484	2187	189	465	333	386	522	19305
	Palos Verdes Estates	10080	2694	4403	221	18	53	9	18	70	2594
	Paramount	22265	12845	2209	384	58	97	217	107	120	6228
	Pasadena	83858	42464	15236	1565	434	552	280	352	660	22315
	Pico Rivera	32917	19744	3949	563	115	117	218	93	187	7931
	Pomona	64555	31570	9607	1426	253	445	1009	325	504	19416
	Rancho Palos Verdes	28098	9200	10267	570	80	162	43	72	248	7456
	Redondo Beach	45967	17901	12118	1167	179	395	107	110	463	13527
	Rolling Hills	1450	305	738	27	3	8	2	9	13	345
	Rolling Hills Estates	5779	1655	2437	114	21	38	6	14	50	1444
	Rosemead	20174	9020	2603	388	46	91	177	149	118	7582
	San Dimas	21321	7232	7744	667	77	166	85	60	206	5084
	San Fernando	11142	6300	1119	198	53	59	78	35	92	3208
	San Gabriel	16803	6970	2974	280	52	87	97	96	96	6151
	San Marino	8395	2092	2916	119	9	37	10	52	52	3108
	Santa Clarita	128374	44019	44457	3774	422	1028	278	382	1196	32818
	Santa Fe Springs	9955	5313	1656	225	39	41	65	27	50	2539
	Santa Monica	70522	37529	8746	1600	493	517	181	195	709	20552
	Sierra Madre	8032	3272	2432	191	39	73	10	11	75	1929
	Signal Hill	6761	3269	1173	172	41	36	31	23	42	1974
	South El Monte	7786	4315	764	136	22	29	41	40	40	2399
	South Gate	42189	25040	3965	688	144	195	361	168	185	11443
	South Pasadena	16527	8171	2927	305	85	126	34	38	144	4697
	Temple City	17521	6120	3966	341	60	86	73	68	116	6691
	Torrance	84788	31937	25631	1926	297	574	241	229	644	23309
	Vernon	97	47	14	3	1	3	1	0	0	28
	Walnut	17451	5980	4099	300	37	70	73	58	128	6706
	West Covina	54245	24792	11128	1151	175	253	416	180	360	15790
	West Hollywood	28206	17004	2335	543	133	203	58	84	262	7584
	Westlake Village	6130	2060	2231	176	16	44	8	10	73	1512
	Whittier	48306	21717	12573	1221	214	325	243	106	327	11580
											
	Unincorporated Area	521017	258967	96217	10999	1880	2866	3172	1982	3675	141259
Los Angeles Totals		5280658	2644567	899923	111257	22010	31677	28982	20783	40172	1481287
     Percent			0.5008025765419006	0.17041872441768646	0.02106877602636814	0.0041680410504341125	0.0059986840933561325	0.005488330963999033	0.003935683984309435	0.007607385516166687	0.2805118262767792
											
Madera											
  Districts											
	County Supervisorial 1	11732	3462	5050	341	19	77	36	42	46	2659
	County Supervisorial 2	10811	3311	4105	303	25	71	49	45	38	2864
	County Supervisorial 3	11789	4369	3745	313	29	69	55	33	35	3141
	County Supervisorial 4	6326	3043	949	163	17	45	38	24	21	2026
	County Supervisorial 5	16760	3944	8265	666	71	175	26	38	98	3477
											
	US Congressional 4	16765	3945	8266	666	71	175	26	38	98	3480
	US Congressional 16	40653	14184	13848	1120	90	262	178	144	140	10687
											
	State Senate 8	16765	3945	8266	666	71	175	26	38	98	3480
	State Senate 12	40653	14184	13848	1120	90	262	178	144	140	10687
											
	State Assembly 5	57418	18129	22114	1786	161	437	204	182	238	14167
											
	State Board of Equalization 1	57418	18129	22114	1786	161	437	204	182	238	14167
											
  Cities											
	Chowchilla	4711	1331	1875	137	9	25	25	19	10	1280
	Madera	18380	7699	4623	491	39	106	100	64	57	5201
											
	Unincorporated Area	34327	9099	15616	1158	113	306	79	99	171	7686
Madera Totals		57418	18129	22114	1786	161	437	204	182	238	14167
     Percent			0.31573721766471863	0.3851405382156372	0.031105227768421173	0.002803998766466975	0.007610853761434555	0.0035528927110135555	0.003169737756252289	0.004145041573792696	0.24673447012901306
											
Marin											
  Districts											
	County Supervisorial 1	33053	18565	5000	660	247	221	46	54	101	8159
	County Supervisorial 2	35892	21026	4456	788	384	203	52	60	97	8826
	County Supervisorial 3	35726	19908	4788	745	203	203	49	67	100	9663
	County Supervisorial 4	25557	14544	3492	558	275	185	43	29	92	6339
	County Supervisorial 5	30716	15382	6112	816	206	210	58	46	94	7792
											
	US Congressional 2	160944	89425	23848	3567	1315	1022	248	256	484	40779
											
	State Senate 2	160944	89425	23848	3567	1315	1022	248	256	484	40779
											
	State Assembly 10	160944	89425	23848	3567	1315	1022	248	256	484	40779
											
	State Board of Equalization 2	160944	89425	23848	3567	1315	1022	248	256	484	40779
											
  Cities											
	Belvedere	1488	613	406	53	5	10	0	0	3	398
	Corte Madera	6551	3621	922	133	28	54	12	9	19	1753
	Fairfax	5658	3751	349	85	139	27	10	12	20	1265
	Larkspur	8838	4949	1282	203	51	49	15	20	23	2246
	Mill Valley	10133	6245	990	173	54	58	11	15	22	2565
	Novato	31311	15755	6173	861	211	225	50	45	100	7891
	Ross	1577	679	390	48	2	8	1	3	5	441
	San Anselmo	8963	5669	848	188	88	63	9	11	18	2069
	San Rafael	31122	17570	4349	613	251	196	58	49	97	7939
	Sausalito	5409	2911	695	138	29	36	6	12	19	1563
	Tiburon	6289	2967	1255	136	19	35	6	13	20	1838
											
	Unincorporated Area	43605	24695	6189	936	438	261	70	67	138	10811
Marin Totals		160944	89425	23848	3567	1315	1022	248	256	484	40779
     Percent			0.5556280612945557	0.14817576110363007	0.022162988781929016	0.008170544169843197	0.006350034847855568	0.0015409085899591446	0.0015906153712421656	0.0030072571244090796	0.2533738315105438
											
Mariposa											
  Districts											
	County Supervisorial 1	1895	750	547	68	31	22	5	0	26	446
	County Supervisorial 2	1937	443	862	98	10	22	4	4	28	466
	County Supervisorial 3	2336	607	1099	93	12	23	5	2	28	467
	County Supervisorial 4	2120	623	922	67	12	25	5	1	23	442
	County Supervisorial 5	2565	628	1187	91	20	29	11	2	33	564
											
	US Congressional 4	10853	3051	4617	417	85	121	30	9	138	2385
											
	State Senate 8	10853	3051	4617	417	85	121	30	9	138	2385
											
	State Assembly 5	10853	3051	4617	417	85	121	30	9	138	2385
											
	State Board of Equalization 1	10853	3051	4617	417	85	121	30	9	138	2385
											
  Cities											
	Unincorporated Area	10853	3051	4617	417	85	121	30	9	138	2385
Mariposa Totals		10853	3051	4617	417	85	121	30	9	138	2385
     Percent			0.2811204195022583	0.4254123270511627	0.03842255473136902	0.00783193577080965	0.01114899106323719	0.002764212666079402	0.000829263823106885	0.01271537784487009	0.2197549045085907
											
Mendocino											
  Districts											
	County Supervisorial 1	9569	3715	2703	337	159	99	33	67	27	2429
	County Supervisorial 2	8609	4012	1752	256	105	88	36	61	17	2282
	County Supervisorial 3	10150	4581	1893	402	298	116	64	94	51	2651
	County Supervisorial 4	9968	5172	1668	312	205	84	40	77	30	2380
	County Supervisorial 5	11115	5862	1751	345	291	124	46	90	27	2579
											
	US Congressional 2	49411	23342	9767	1652	1058	511	219	389	152	12321
											
	State Senate 2	49411	23342	9767	1652	1058	511	219	389	152	12321
											
	State Assembly 2	49411	23342	9767	1652	1058	511	219	389	152	12321
											
	State Board of Equalization 2	49411	23342	9767	1652	1058	511	219	389	152	12321
											
  Cities											
	Fort Bragg	3665	1884	571	118	66	25	20	43	12	926
	Point Arena	267	159	20	7	12	1	3	1	2	62
	Ukiah	8019	3716	1642	233	100	86	35	54	15	2138
	Willits	2592	1165	516	83	60	19	17	32	13	687
											
	Unincorporated Area	34868	16418	7018	1211	820	380	144	259	110	8508
Mendocino Totals		49411	23342	9767	1652	1058	511	219	389	152	12321
     Percent			0.47240492701530457	0.19766853749752045	0.03343385085463524	0.021412236616015434	0.010341826826334	0.004432211630046368	0.007872740738093853	0.003076238092035055	0.2493574321269989
											
Merced											
  Districts											
	County Supervisorial 1	14682	7891	2558	319	30	67	43	0	13	3761
	County Supervisorial 2	24843	10323	7137	831	132	213	70	3	36	6098
	County Supervisorial 3	21710	8597	6494	720	64	177	43	6	23	5586
	County Supervisorial 4	16918	6228	5741	548	48	124	44	3	22	4160
	County Supervisorial 5	19431	9176	4799	553	48	137	53	4	17	4644
											
	US Congressional 16	97584	42215	26729	2971	322	718	253	16	111	24249
											
	State Senate 12	97584	42215	26729	2971	322	718	253	16	111	24249
											
	State Assembly 21	97584	42215	26729	2971	322	718	253	16	111	24249
											
	State Board of Equalization 1	97584	42215	26729	2971	322	718	253	16	111	24249
											
  Cities											
	Atwater	11835	4761	3456	394	37	101	28	3	12	3043
	Dos Palos	1892	774	531	70	7	18	5	0	2	485
	Gustine	2042	894	564	74	6	17	7	0	3	477
	Livingston	4471	2521	496	81	7	18	14	0	1	1333
	Los Banos	14174	7201	3032	388	38	95	43	3	10	3364
	Merced	31592	14714	7596	970	137	238	87	5	44	7801
											
	Unincorporated Area	31578	11350	11054	994	90	231	69	5	39	7746
Merced Totals		97584	42215	26729	2971	322	718	253	16	111	24249
     Percent			0.432601660490036	0.2739076018333435	0.030445564538240433	0.003299721283838153	0.007357763592153788	0.00259263813495636	0.00016396130376961082	0.0011374815367162228	0.24849361181259155
											
Modoc											
  Districts											
	County Supervisorial 1	1038	240	493	44	4	13	6	0	1	237
	County Supervisorial 2	1082	258	509	50	3	14	1	1	2	244
	County Supervisorial 3	999	219	468	44	6	6	3	1	4	248
	County Supervisorial 4	1078	216	524	68	3	7	5	2	5	248
	County Supervisorial 5	921	172	527	49	5	5	1	1	1	160
											
	US Congressional 1	5118	1105	2521	255	21	45	16	5	13	1137
											
	State Senate 1	5118	1105	2521	255	21	45	16	5	13	1137
											
	State Assembly 1	5118	1105	2521	255	21	45	16	5	13	1137
											
	State Board of Equalization 1	5118	1105	2521	255	21	45	16	5	13	1137
											
  Cities											
	Alturas	1456	371	605	79	8	15	3	2	3	370
											
	Unincorporated Area	3662	734	1916	176	13	30	13	3	10	767
Modoc Totals		5118	1105	2521	255	21	45	16	5	13	1137
     Percent			0.21590465307235718	0.4925752282142639	0.049824148416519165	0.004103165119886398	0.008792497217655182	0.0031262212432920933	0.0009769441094249487	0.0025400547310709953	0.2221570909023285
											
Mono											
  Districts											
	County Supervisorial 1	891	333	189	35	13	11	5	1	1	303
	County Supervisorial 2	1658	563	584	69	11	17	8	0	3	403
	County Supervisorial 3	1521	532	449	49	8	15	4	0	3	461
	County Supervisorial 4	1351	396	532	58	7	13	6	0	1	338
	County Supervisorial 5	1176	456	257	46	14	10	6	1	1	385
											
	US Congressional 8	6597	2280	2011	257	53	66	29	2	9	1890
											
	State Senate 8	6597	2280	2011	257	53	66	29	2	9	1890
											
	State Assembly 5	6597	2280	2011	257	53	66	29	2	9	1890
											
	State Board of Equalization 1	6597	2280	2011	257	53	66	29	2	9	1890
											
  Cities											
	Mammoth Lakes	3388	1246	811	122	34	37	16	2	6	1114
											
	Unincorporated Area	3209	1034	1200	135	19	29	13	0	3	776
Mono Totals		6597	2280	2011	257	53	66	29	2	9	1890
     Percent			0.3456116318702698	0.3048355281352997	0.03895710036158562	0.008033954538404942	0.01000454742461443	0.004395937547087669	0.00030316811171360314	0.001364256488159299	0.28649386763572693
											
Monterey											
  Districts											
	County Supervisorial 1	25186	14609	3044	414	70	96	128	115	20	6690
	County Supervisorial 2	39771	20180	7567	910	186	261	135	112	44	10376
	County Supervisorial 3	27102	14740	4704	500	78	133	128	89	23	6707
	County Supervisorial 4	40259	18956	8185	1050	224	337	126	115	42	11224
	County Supervisorial 5	55032	23739	14980	1564	399	465	104	142	55	13584
											
	US Congressional 20	187350	92224	38480	4438	957	1292	621	573	184	48581
											
	State Senate 12	81583	44861	12831	1409	248	399	347	296	69	21123
	State Senate 17	105767	47363	25649	3029	709	893	274	277	115	27458
											
	State Assembly 29	97762	44730	22573	2781	637	819	244	261	104	25613
	State Assembly 30	89588	47494	15907	1657	320	473	377	312	80	22968
											
	State Board of Equalization 2	187350	92224	38480	4438	957	1292	621	573	184	48581
											
  Cities											
	Carmel-by-the-Sea	2567	1078	774	84	14	15	3	11	5	583
	Del Rey Oaks	1149	507	290	36	7	11	2	5	1	290
	Gonzales	3102	1907	373	51	6	11	15	8	7	724
	Greenfield	4809	3051	484	61	10	18	32	14	4	1135
	King City	3246	1692	591	73	9	25	12	4	2	838
	Marina	10576	4912	1879	329	65	91	36	27	10	3227
	Monterey	15065	7230	3085	386	105	154	34	39	20	4012
	Pacific Grove	10018	5040	1986	274	89	78	18	29	7	2497
	Salinas	58977	32050	9457	1028	180	290	245	228	48	15451
	Sand City	212	83	51	5	2	7	1	1	1	61
	Seaside	13191	6639	2126	330	79	118	48	31	18	3802
	Soledad	6522	3895	673	86	22	26	33	35	4	1748
											
	Unincorporated Area	57916	24140	16711	1695	369	448	142	141	57	14213
Monterey Totals		187350	92224	38480	4438	957	1292	621	573	184	48581
     Percent			0.49225515127182007	0.20539097487926483	0.023688284680247307	0.00510808639228344	0.006896183826029301	0.003314651781693101	0.003058446804061532	0.0009821190033107996	0.2593061029911041
											
Napa											
  Districts											
	County Supervisorial 1	14308	6765	2937	436	117	164	52	25	56	3756
	County Supervisorial 2	16738	7584	3993	504	109	130	39	42	55	4282
	County Supervisorial 3	15612	6780	3877	504	108	159	32	41	84	4027
	County Supervisorial 4	14954	6504	3558	449	136	133	39	40	73	4022
	County Supervisorial 5	16523	7924	2900	448	96	91	48	89	55	4872
											
	US Congressional 5	78135	35557	17265	2341	566	677	210	237	323	20959
											
	State Senate 3	78135	35557	17265	2341	566	677	210	237	323	20959
											
	State Assembly 4	78135	35557	17265	2341	566	677	210	237	323	20959
											
	State Board of Equalization 2	78135	35557	17265	2341	566	677	210	237	323	20959
											
  Cities											
	American Canyon	11266	5496	1629	290	40	49	39	77	34	3612
	Calistoga	2496	1304	429	84	15	21	3	8	3	629
	Napa	43287	20227	9299	1277	359	400	121	105	181	11318
	St. Helena	3441	1594	758	89	16	22	8	18	16	920
	Yountville	1965	871	490	78	18	15	5	2	13	473
											
	Unincorporated Area	15680	6065	4660	523	118	170	34	27	76	4007
Napa Totals		78135	35557	17265	2341	566	677	210	237	323	20959
     Percent			0.455071359872818	0.220963716506958	0.029960965737700462	0.007243872620165348	0.008664490655064583	0.0026876560878008604	0.003033211687579751	0.004133870825171471	0.26824086904525757
											
Nevada											
  Districts											
	County Supervisorial 1	15429	6332	4643	482	220	192	36	1	2159	1364
	County Supervisorial 2	14463	4084	6321	610	87	163	33	2	1925	1238
	County Supervisorial 3	12819	4780	4048	438	150	172	42	1	1880	1308
	County Supervisorial 4	14319	4726	5218	497	207	193	51	0	2130	1297
	County Supervisorial 5	11924	5016	2528	416	128	146	30	3	2255	1402
											
	US Congressional 1	58928	20621	20753	2092	690	759	171	5	8431	5406
	US Congressional 4	10026	4317	2005	351	102	107	21	2	1918	1203
											
	State Senate 1	68954	24938	22758	2443	792	866	192	7	10349	6609
											
	State Assembly 1	68954	24938	22758	2443	792	866	192	7	10349	6609
											
	State Board of Equalization 1	68954	24938	22758	2443	792	866	192	7	10349	6609
											
  Cities											
	Grass Valley	7661	2986	2226	270	84	99	30	1	1086	879
	Nevada City	2397	1253	392	62	53	28	10	0	332	267
	Truckee	9864	4267	1949	345	100	105	21	2	1890	1185
											
	Unincorporated Area	49032	16432	18191	1766	555	634	131	4	7041	4278
Nevada Totals		68954	24938	22758	2443	792	866	192	7	10349	6609
     Percent			0.3616614043712616	0.3300461173057556	0.035429418087005615	0.011485918425023556	0.01255909726023674	0.0027844649739563465	0.000101516954600811	0.15008556842803955	0.0958465039730072
											
Orange											
  Districts											
	County Supervisorial 1	235611	99331	58499	4668	708	1681	1076	34	501	69113
	County Supervisorial 2	349980	106109	135529	9622	1139	3432	731	52	837	92529
	County Supervisorial 3	334033	104778	118352	8021	1004	2985	697	47	685	97464
	County Supervisorial 4	272863	108956	80188	6144	823	2031	778	31	522	73390
	County Supervisorial 5	367624	104450	149097	10813	1142	3505	631	38	769	97179
											
	US Congressional 38	8190	2945	2654	176	8	51	24	5	12	2315
	US Congressional 39	228375	75746	84613	5450	664	1815	470	20	465	59132
	US Congressional 45	420237	128450	152929	10653	1205	3753	763	56	815	121613
	US Congressional 46	256094	120255	55826	5194	827	1879	1090	32	527	70464
	US Congressional 47	137822	48319	44476	3212	396	1032	501	18	330	39538
	US Congressional 48	407767	121523	156646	11395	1374	4109	881	59	938	110842
	US Congressional 49	101626	26386	44521	3188	342	995	184	12	227	25771
											
	State Senate 29	330861	120454	110618	7583	919	2442	837	39	699	87270
	State Senate 32	26997	11688	6935	576	77	166	77	2	37	7439
	State Senate 34	371940	145208	107688	8282	1146	2896	1408	56	808	104448
	State Senate 36	284505	77688	119434	8443	869	2724	470	33	586	74258
	State Senate 37	545808	168586	196990	14384	1805	5406	1121	72	1184	156260
											
	State Assembly 55	123474	36007	51578	3083	324	977	228	9	271	30997
	State Assembly 65	213161	86180	61610	4622	600	1481	595	29	424	57620
	State Assembly 68	262106	80493	95468	6702	786	2501	586	37	555	74978
	State Assembly 69	154873	77903	27858	2885	531	1085	748	18	292	43553
	State Assembly 72	241302	78079	85477	5940	696	1993	757	41	567	67752
	State Assembly 73	284505	77688	119434	8443	869	2724	470	33	586	74258
	State Assembly 74	280690	87274	100240	7593	1010	2873	529	35	619	80517
											
	State Board of Equalization 4	1560111	523624	541665	39268	4816	13634	3913	202	3314	429675
											
  Cities											
	Aliso Viejo	27699	8800	9210	806	103	291	50	5	46	8388
	Anaheim	141549	58411	39885	3191	411	1024	462	16	272	37877
	Brea	24775	7370	9991	626	55	182	36	3	46	6466
	Buena Park	36483	14876	10008	773	106	222	105	3	58	10332
	Costa Mesa	54777	17694	17883	1695	256	768	147	8	144	16182
	Cypress	25996	8767	8939	651	65	167	54	4	75	7274
	Dana Point	21586	5749	9329	704	81	196	41	5	63	5418
	Fountain Valley	32884	9674	12935	779	89	281	81	3	75	8967
	Fullerton	68867	25621	22233	1579	238	586	149	8	136	18317
	Garden Grove	72768	26604	21449	1554	205	515	313	12	175	21941
	Huntington Beach	118552	34049	47978	3499	422	1256	228	16	310	30794
	Irvine	126142	44611	32105	2684	401	1020	236	22	200	44863
	La Habra	27439	10369	8745	718	89	224	79	2	63	7150
	La Palma	8190	2945	2654	176	8	51	24	5	12	2315
	Laguna Beach	16797	6414	5092	485	96	197	32	1	47	4433
	Laguna Hills	17960	5200	7037	495	55	168	28	2	43	4932
	Laguna Niguel	39727	11456	16104	1213	119	398	74	2	71	10290
	Laguna Woods	13995	5065	5143	377	21	59	16	0	25	3289
	Lake Forest	44962	13145	17279	1332	144	475	100	4	105	12378
	Los Alamitos	6283	2044	2308	183	20	63	19	2	20	1624
	Mission Viejo	58729	16489	24653	1683	152	508	90	5	126	15023
	Newport Beach	56015	12396	27420	1503	144	519	66	10	102	13855
	Orange	68303	21801	25673	1830	219	705	184	12	163	17716
	Placentia	26798	8361	10284	655	81	238	59	2	67	7051
	Rancho Santa Margarita	27946	7415	11849	791	75	263	42	6	55	7450
	San Clemente	39354	9769	17756	1303	151	429	65	5	89	9787
	San Juan Capistrano	19657	5612	8366	600	80	168	50	1	38	4742
	Santa Ana	105737	54765	17946	1771	350	731	518	13	195	29448
	Seal Beach	17473	5873	7080	473	49	129	23	2	32	3812
	Stanton	14696	6746	3445	292	36	101	65	0	35	3976
	Tustin	35125	12289	10316	887	114	326	121	4	59	11009
	Villa Park	4243	823	2398	82	7	30	0	0	4	899
	Westminster	42568	13377	14034	1021	100	323	189	8	101	13415
	Yorba Linda	42321	9377	21477	1032	91	314	52	2	89	9887
											
	Unincorporated Area	73715	19667	32661	1825	183	707	115	9	173	18375
Orange Totals		1560111	523624	541665	39268	4816	13634	3913	202	3314	429675
     Percent			0.3356325328350067	0.34719645977020264	0.02517000399529934	0.003086959943175316	0.008739122189581394	0.0025081548374146223	0.00012947796494700015	0.002124207792803645	0.2754130959510803
											
Placer											
  Districts											
	County Supervisorial 1	51666	15514	20233	1546	159	800	97	125	170	13022
	County Supervisorial 2	46811	12623	20600	1417	143	776	65	114	200	10873
	County Supervisorial 3	45600	11956	20054	1386	171	883	74	121	178	10777
	County Supervisorial 4	46826	12746	20117	1304	146	726	95	111	174	11407
	County Supervisorial 5	43829	13464	16891	1385	290	618	115	99	229	10738
											
	US Congressional 1	29485	7815	13156	924	151	424	67	61	162	6725
	US Congressional 4	205247	58488	84739	6114	758	3379	379	509	789	50092
											
	State Senate 1	148363	40929	63363	4465	644	2432	266	355	654	35255
	State Senate 4	86369	25374	34532	2573	265	1371	180	215	297	21562
											
	State Assembly 1	36310	10970	14041	1146	239	509	92	86	198	9029
	State Assembly 5	14256	4260	5742	483	82	218	38	26	62	3345
	State Assembly 6	184166	51073	78112	5409	588	3076	316	458	691	44443
											
	State Board of Equalization 1	234732	66303	97895	7038	909	3803	446	570	951	56817
											
  Cities											
	Auburn	9174	2982	3406	314	57	139	29	20	42	2185
	Colfax	1029	293	379	42	7	29	3	3	5	268
	Lincoln	29359	8230	12865	889	85	420	47	73	135	6615
	Loomis	4497	972	2197	141	18	98	6	11	16	1038
	Rocklin	38419	10628	15801	1132	132	770	56	118	146	9636
	Roseville	79501	23681	31222	2377	249	1274	161	195	277	20065
											
	Unincorporated Area	72753	19517	32025	2143	361	1073	144	150	330	17010
Placer Totals		234732	66303	97895	7038	909	3803	446	570	951	56817
     Percent			0.28246256709098816	0.4170500934123993	0.02998312935233116	0.0038725014310330153	0.016201455146074295	0.0019000391475856304	0.0024283011443912983	0.0040514287538826466	0.24205051362514496
											
Plumas											
  Districts											
