		Total Registered	Democratic	Republican	American Independent	Green	Libertarian	Peace and Freedom	Unknown	Other	No Party Preference
	State Senate 22	447084	209094	76691	9894	1581	2653	3461	3231	3195	137284
	State Senate 23	33	8	16	3	0	0	0	1	0	5
	State Senate 24	441629	260002	36654	8129	2494	2737	3507	3180	3197	121729
	State Senate 25	542091	240737	128711	13433	2460	4134	2125	2856	4459	143176
	State Senate 26	654308	317262	126634	16425	2955	5593	1834	2991	5879	174735
	State Senate 27	390062	179291	89117	10365	1632	2965	1577	1983	3247	99885
	State Senate 29	89559	33628	20984	1885	259	427	454	576	702	30644
	State Senate 30	539836	342824	36103	11205	2293	2737	3700	3467	4447	133060
	State Senate 32	484742	236173	98645	12017	1621	3155	3290	2534	3490	123817
	State Senate 33	438991	246835	51237	10126	2024	2996	4344	2845	3494	115090
	State Senate 34	45845	18855	13846	1326	250	481	127	159	369	10432
	State Senate 35	509619	291480	62083	11125	1701	2802	3931	3141	4150	129206

	State Assembly 36	220265	91848	62078	7764	685	1773	1146	1478	1700	51793
	State Assembly 38	223268	82684	71455	6899	723	1953	671	1081	1893	55909
	State Assembly 39	242727	126233	33910	5779	1150	1691	1647	1377	2149	68791
	State Assembly 41	237684	113574	54396	5825	1178	1847	917	1092	1872	56983
	State Assembly 43	291118	138216	54198	6649	1362	2119	1186	1671	2461	83256
	State Assembly 44	6301	2181	2260	199	14	45	12	25	69	1496
	State Assembly 45	283629	136302	57898	7385	1186	2036	1339	1549	2343	73591
	State Assembly 46	259341	137946	35182	6520	1196	2046	1303	1457	2206	71485
	State Assembly 48	237106	110747	49513	6117	823	1651	1917	1438	1869	63031
	State Assembly 49	223860	94832	40608	4377	795	1233	1415	1842	1490	77268
	State Assembly 50	339667	180351	50852	8223	1726	2697	979	1548	3149	90142
	State Assembly 51	236402	141780	19561	4294	1373	1429	1983	1630	1659	62693
	State Assembly 52	68812	34431	10255	1819	274	527	1046	467	593	19400
	State Assembly 53	199131	114474	16460	3895	1067	1270	1649	1700	1527	57089
	State Assembly 54	307339	190306	26369	6298	1348	1826	1386	1532	2517	75757
	State Assembly 55	89558	33628	20984	1885	259	427	454	576	702	30643
	State Assembly 57	250641	120110	53520	6377	829	1678	1692	1224	1783	63428
	State Assembly 58	248537	129474	40932	5610	827	1465	1872	1460	1780	65117
	State Assembly 59	208863	133493	10460	4186	766	906	2055	1675	1553	53769
	State Assembly 62	280758	164572	30049	6398	1152	1886	1548	1633	2563	70957
	State Assembly 63	218305	120926	28923	4872	759	1318	2169	1371	1551	56416
	State Assembly 64	245634	149972	20135	5102	726	1028	2507	1576	2067	62521
	State Assembly 66	299000	123080	82203	7674	1004	2458	890	1424	2375	77892
	State Assembly 70	280758	139195	52151	7804	1682	2511	2076	1530	2548	71261

	State Board of Equalization 1	765212	345419	174408	22369	2821	5867	4701	4617	6213	198797
	State Board of Equalization 3	4733492	2464936	749944	109582	20083	31953	29158	27739	38206	1261891

  Cities
	Agoura Hills	14516	6070	4154	432	58	139	18	51	138	3456
	Alhambra	44447	21230	6574	865	214	242	306	336	314	14366
	Arcadia	30116	9626	7840	529	97	133	94	196	190	11411
	Artesia	8036	3685	1523	156	19	53	66	78	74	2382
	Avalon	1914	749	584	55	17	15	16	3	15	460
	Azusa	22619	10475	4544	610	99	197	200	134	165	6195
	Baldwin Park	32482	17611	3803	658	108	178	319	224	243	9338
	Bell	13701	8298	1171	235	50	64	150	84	79	3570
	Bell Gardens	15208	9137	1096	297	48	76	163	133	110	4148
	Bellflower	38900	19590	6693	1095	134	254	319	253	324	10238
	Beverly Hills	21781	9379	5040	500	60	120	62	123	182	6315
	Bradbury	588	162	222	17	0	4	2	0	3	178
	Burbank	68862	32325	14061	1882	318	595	245	343	676	18417
	Calabasas	16067	7087	4132	437	52	127	46	74	140	3972
	Carson	61290	34734	7539	1266	153	246	419	348	447	16138
	Cerritos	34222	13687	8228	601	70	148	153	172	242	10921
	Claremont	21356	9947	5399	562	129	174	76	97	176	4796
	Commerce	6928	4339	608	114	42	40	78	55	35	1617
	Compton	45702	30255	2198	941	139	157	418	304	466	10824
	Covina	28125	12297	6975	816	85	230	208	162	236	7116
	Cudahy	8478	5080	645	133	26	46	112	60	62	2314
	Culver City	28330	16806	3190	583	151	207	58	113	244	6978
	Diamond Bar	31830	11426	8327	706	107	171	115	192	234	10552
	Downey	61756	31187	11782	1568	215	459	406	339	436	15364
	Duarte	12510	5924	2618	322	42	88	67	69	99	3281
	El Monte	40555	20250	5012	933	131	224	377	403	270	12955
	El Segundo	12274	4578	3570	442	57	144	24	49	118	3292
	Gardena	35016	20524	4610	676	97	156	190	213	256	8294
	Glendale	111423	46866	23519	2561	440	700	482	810	903	35142
	Glendora	32786	10504	12704	1013	106	324	155	157	279	7544
	Hawaiian Gardens	5578	2895	698	132	22	29	71	57	38	1636
	Hawthorne	41425	24019	4310	922	138	262	266	279	369	10860
	Hermosa Beach	14057	5584	3513	433	60	183	27	67	140	4050
	Hidden Hills	1349	476	437	30	3	13	3	5	14	368
	Huntington Park	21158	12913	1624	347	66	127	202	133	139	5607
	Industry	114	33	38	4	2	1	0	0	0	36
	Inglewood	64735	43342	3088	1307	222	281	413	412	489	15181
	Irwindale	978	584	131	31	3	3	8	6	5	207
	La Canada Flintridge	15143	5243	5335	319	39	113	21	59	94	3920
	La Habra Heights	3828	1030	1677	108	6	42	12	9	27	917
	La Mirada	29424	11234	9521	863	78	219	126	128	230	7025
	La Puente	17701	9922	2077	382	59	106	176	106	113	4760
	La Verne	21349	7351	8095	652	76	174	94	79	157	4671
	Lakewood	52829	23176	13627	1623	189	444	279	262	435	12794
	Lancaster	83944	36218	22759	3044	223	669	465	626	644	19296
	Lawndale	15348	8055	2187	382	68	107	99	99	118	4233
	Lomita	12730	5264	3524	394	63	124	43	58	92	3168
	Long Beach	267511	136301	45111	7279	1522	2269	2395	1564	2409	68661
	Los Angeles	2132054	1181987	265408	48140	10095	14393	13053	12910	17591	568477
	Lynwood	27711	17388	1742	520	83	130	296	181	208	7163
	Malibu	8462	3598	2073	250	51	71	21	33	110	2255
	Manhattan Beach	26430	10141	8151	688	66	259	31	81	239	6774
	Maywood	10020	6077	673	161	43	59	99	66	81	2761
	Monrovia	20903	9091	5324	566	122	202	101	107	145	5245
	Montebello	32232	18230	4259	651	139	158	260	179	234	8122
	Monterey Park	30329	13256	4663	556	116	154	202	277	188	10917
	Norwalk	51364	27065	8018	1141	143	306	456	323	329	13583
	Palmdale	81823	38821	18105	2619	231	595	442	563	567	19880
	Palos Verdes Estates	10288	2924	4297	256	19	60	12	31	72	2617
	Paramount	23497	13847	2328	472	70	125	231	160	163	6101
	Pasadena	87624	46000	15332	1915	458	636	332	480	685	21786
	Pico Rivera	34703	20957	4207	703	117	157	243	135	217	7967
	Pomona	68505	34292	10178	1814	272	525	1043	465	590	19326
	Rancho Palos Verdes	28883	9892	10109	672	90	200	56	128	253	7483
	Redondo Beach	46461	19081	11904	1360	166	491	105	194	413	12747
	Rolling Hills	1517	352	738	30	3	14	1	8	16	355
	Rolling Hills Estates	5969	1812	2404	126	21	37	7	27	46	1489
	Rosemead	21821	10006	2786	434	59	143	228	255	155	7755
	San Dimas	22154	7732	7871	746	83	184	98	107	205	5128
	San Fernando	11699	6713	1197	226	53	72	84	57	98	3199
	San Gabriel	17922	7621	3158	350	50	100	123	159	114	6247
	San Marino	8674	2327	2865	138	15	48	11	67	51	3152
	Santa Clarita	138068	49191	46727	4583	414	1265	396	661	1206	33625
	Santa Fe Springs	9287	5101	1527	230	39	60	71	36	55	2168
	Santa Monica	73189	40228	8901	1864	502	594	229	296	706	19869
	Sierra Madre	8233	3516	2372	214	40	81	15	33	77	1885
	Signal Hill	7031	3485	1154	207	34	53	47	34	56	1961
	South El Monte	8279	4629	847	178	27	46	56	41	50	2405
	South Gate	44033	26508	4080	793	147	234	411	272	242	11346
	South Pasadena	17002	8805	2854	336	79	124	35	51	147	4571
	Temple City	18734	6884	4137	374	61	112	85	142	129	6810
	Torrance	88679	34473	26031	2331	317	724	294	410	669	23430
	Vernon	123	57	15	3	1	2	2	1	1	41
	Walnut	18309	6562	4207	374	44	73	84	110	143	6712
	West Covina	57917	27035	11579	1444	188	316	455	339	566	15995
	West Hollywood	28159	17261	2353	619	126	220	67	127	244	7142
	Westlake Village	6301	2181	2260	199	14	45	12	25	69	1496
	Whittier	50779	23431	12790	1483	222	413	283	193	382	11582

	Unincorporated Area	542517	274330	98615	12928	1981	3462	3738	3068	4238	140157
Los Angeles Totals		5498704	2810355	924352	131951	22904	37820	33859	32356	44419	1460688
     Percent			0.5110940933227539	0.16810360550880432	0.02399674616754055	0.004165345337241888	0.006877984385937452	0.006157632917165756	0.005884295795112848	0.008078085258603096	0.2656422257423401

Madera
  Districts
	County Supervisorial 1	12699	3794	5487	433	25	95	60	76	55	2674
	County Supervisorial 2	11452	3571	4391	373	34	88	59	104	56	2776
	County Supervisorial 3	12609	4762	3990	390	36	96	68	99	54	3114
	County Supervisorial 4	7096	3389	1079	202	16	71	83	69	39	2148
	County Supervisorial 5	16853	3963	8524	755	65	210	44	80	93	3119

	US Congressional 4	16890	3973	8545	756	65	210	44	80	93	3124
	US Congressional 16	43819	15506	14926	1397	111	350	270	348	204	10707

	State Senate 8	16890	3973	8545	756	65	210	44	80	93	3124
	State Senate 12	43819	15506	14926	1397	111	350	270	348	204	10707

	State Assembly 5	60709	19479	23471	2153	176	560	314	428	297	13831

	State Board of Equalization 1	60709	19479	23471	2153	176	560	314	428	297	13831

  Cities
	Chowchilla	4993	1434	2030	181	15	40	24	42	19	1208
	Madera	19996	8427	4989	605	47	155	157	175	89	5352

	Unincorporated Area	35720	9618	16452	1367	114	365	133	211	189	7271
Madera Totals		60709	19479	23471	2153	176	560	314	428	297	13831
     Percent			0.32085850834846497	0.3866148293018341	0.03546426445245743	0.002899075858294964	0.009224332869052887	0.005172214936465025	0.00705002574250102	0.0048921904526650906	0.22782453894615173

Marin
  Districts
	County Supervisorial 1	33703	19535	4816	795	254	247	56	104	110	7786
	County Supervisorial 2	36431	22005	4242	934	354	250	61	103	109	8373
	County Supervisorial 3	36462	21033	4523	916	198	247	54	107	114	9270
	County Supervisorial 4	26343	15427	3480	669	262	213	58	65	108	6061
	County Supervisorial 5	31271	16107	5929	948	208	259	85	113	97	7525

	US Congressional 2	164210	94107	22990	4262	1276	1216	314	492	538	39015

	State Senate 2	164210	94107	22990	4262	1276	1216	314	492	538	39015

	State Assembly 10	164210	94107	22990	4262	1276	1216	314	492	538	39015

	State Board of Equalization 2	164210	94107	22990	4262	1276	1216	314	492	538	39015

  Cities
	Belvedere	1498	648	380	58	3	11	1	2	5	390
	Corte Madera	6794	3897	886	165	28	62	18	16	26	1696
	Fairfax	5732	3872	341	107	136	39	13	15	13	1196
	Larkspur	8992	5215	1242	248	49	55	15	29	22	2117
	Mill Valley	10310	6557	917	209	51	79	9	25	28	2435
	Novato	31914	16536	5981	995	203	273	76	112	101	7637
	Ross	1618	737	367	56	2	8	1	4	8	435
	San Anselmo	9095	5910	815	211	78	68	11	23	25	1954
	San Rafael	31755	18523	4209	740	254	227	68	96	104	7534
	Sausalito	5507	3088	657	170	35	39	10	15	16	1477
	Tiburon	6444	3181	1162	188	20	39	5	18	26	1805

	Unincorporated Area	44551	25943	6033	1115	417	316	87	137	164	10339
Marin Totals		164210	94107	22990	4262	1276	1216	314	492	538	39015
     Percent			0.5730893611907959	0.14000365138053894	0.02595457062125206	0.007770537864416838	0.007405152078717947	0.0019121855730190873	0.0029961634427309036	0.0032762924674898386	0.23759210109710693

Mariposa
  Districts
	County Supervisorial 1	1831	742	547	88	26	20	6	0	22	380
	County Supervisorial 2	1964	441	904	114	8	19	7	5	26	440
	County Supervisorial 3	2271	575	1089	111	8	28	6	8	26	420
	County Supervisorial 4	2124	622	947	80	15	22	7	8	13	410
	County Supervisorial 5	2557	628	1251	96	15	34	10	12	25	486

	US Congressional 4	10747	3008	4738	489	72	123	36	33	112	2136

	State Senate 8	10747	3008	4738	489	72	123	36	33	112	2136

	State Assembly 5	10747	3008	4738	489	72	123	36	33	112	2136

	State Board of Equalization 1	10747	3008	4738	489	72	123	36	33	112	2136

  Cities
	Unincorporated Area	10747	3008	4738	489	72	123	36	33	112	2136
Mariposa Totals		10747	3008	4738	489	72	123	36	33	112	2136
     Percent			0.27989205718040466	0.44086721539497375	0.045501068234443665	0.006699543911963701	0.011445054784417152	0.0033497719559818506	0.0030706243123859167	0.01042151264846325	0.19875313341617584

Mendocino
  Districts
	County Supervisorial 1	10059	3875	2885	375	147	129	46	85	22	2495
	County Supervisorial 2	9169	4279	1877	290	104	106	50	86	12	2365
	County Supervisorial 3	10759	4813	2068	492	287	131	76	95	47	2750
	County Supervisorial 4	10360	5350	1769	382	212	105	59	81	24	2378
	County Supervisorial 5	11543	6207	1778	391	277	123	49	90	23	2605

	US Congressional 2	51890	24524	10377	1930	1027	594	280	437	128	12593

	State Senate 2	51890	24524	10377	1930	1027	594	280	437	128	12593

	State Assembly 2	51890	24524	10377	1930	1027	594	280	437	128	12593

	State Board of Equalization 2	51890	24524	10377	1930	1027	594	280	437	128	12593

  Cities
	Fort Bragg	3826	1971	606	150	69	36	26	47	9	912
	Point Arena	272	163	19	5	10	1	1	4	1	68
	Ukiah	8526	3957	1755	264	99	101	47	80	12	2211
	Willits	2702	1190	543	118	65	26	15	33	11	701

	Unincorporated Area	36564	17243	7454	1393	784	430	191	273	95	8701
Mendocino Totals		51890	24524	10377	1930	1027	594	280	437	128	12593
     Percent			0.47261515259742737	0.1999807357788086	0.03719406574964523	0.019791867583990097	0.011447292752563953	0.0053960299119353294	0.008421661332249641	0.0024667566176503897	0.2426864504814148

Merced
  Districts
	County Supervisorial 1	15741	8289	2781	408	32	106	78	24	14	4009
	County Supervisorial 2	24902	10356	7328	970	124	235	102	19	52	5716
	County Supervisorial 3	22733	8947	6836	841	68	194	92	28	37	5690
	County Supervisorial 4	18294	6686	6192	659	44	169	83	32	39	4390
	County Supervisorial 5	21322	9850	5225	733	58	181	116	28	34	5097

	US Congressional 16	102992	44128	28362	3611	326	885	471	131	176	24902

	State Senate 12	102992	44128	28362	3611	326	885	471	131	176	24902

	State Assembly 21	102992	44128	28362	3611	326	885	471	131	176	24902

	State Board of Equalization 1	102992	44128	28362	3611	326	885	471	131	176	24902

  Cities
	Atwater	12511	4988	3672	469	41	108	60	17	21	3135
	Dos Palos	2043	808	564	75	6	19	13	3	2	553
	Gustine	2247	938	636	100	8	20	12	1	4	528
	Livingston	4982	2787	589	97	7	28	20	8	1	1445
	Los Banos	15633	7739	3349	530	44	136	93	21	25	3696
	Merced	32562	14991	7883	1190	136	296	149	31	64	7822

	Unincorporated Area	33014	11877	11669	1150	84	278	124	50	59	7723
Merced Totals		102992	44128	28362	3611	326	885	471	131	176	24902
     Percent			0.4284604489803314	0.27538061141967773	0.03506097570061684	0.0031652944162487984	0.008592900820076466	0.0045731705613434315	0.0012719434453174472	0.001708870637230575	0.24178576469421387

Modoc
  Districts
	County Supervisorial 1	994	227	494	42	4	12	5	0	1	209
	County Supervisorial 2	1051	218	526	57	3	17	2	2	2	224
	County Supervisorial 3	978	204	490	48	4	10	3	2	7	210
	County Supervisorial 4	1039	211	532	62	3	9	5	2	5	210
	County Supervisorial 5	903	174	527	47	3	6	3	1	0	142

	US Congressional 1	4965	1034	2569	256	17	54	18	7	15	995

	State Senate 1	4965	1034	2569	256	17	54	18	7	15	995

	State Assembly 1	4965	1034	2569	256	17	54	18	7	15	995

	State Board of Equalization 1	4965	1034	2569	256	17	54	18	7	15	995

  Cities
	Alturas	1432	345	638	92	6	21	4	3	5	318

	Unincorporated Area	3533	689	1931	164	11	33	14	4	10	677
Modoc Totals		4965	1034	2569	256	17	54	18	7	15	995
     Percent			0.20825780928134918	0.5174219608306885	0.05156092718243599	0.0034239678643643856	0.010876133106648922	0.0036253775469958782	0.0014098690589889884	0.003021148033440113	0.20040282607078552

Mono
  Districts
	County Supervisorial 1	974	388	206	40	10	13	5	1	0	311
	County Supervisorial 2	1777	609	626	75	11	25	7	2	1	421
	County Supervisorial 3	1600	583	471	57	13	20	4	0	3	449
	County Supervisorial 4	1458	433	577	66	9	12	7	0	2	352
	County Supervisorial 5	1253	519	273	51	11	12	7	0	1	379

	US Congressional 8	7062	2532	2153	289	54	82	30	3	7	1912

	State Senate 8	7062	2532	2153	289	54	82	30	3	7	1912

	State Assembly 5	7062	2532	2153	289	54	82	30	3	7	1912

	State Board of Equalization 1	7062	2532	2153	289	54	82	30	3	7	1912

  Cities
	Mammoth Lakes	3657	1423	873	140	32	43	18	1	4	1123

	Unincorporated Area	3405	1109	1280	149	22	39	12	2	3	789
Mono Totals		7062	2532	2153	289	54	82	30	3	7	1912
     Percent			0.3585386574268341	0.304871141910553	0.04092325270175934	0.007646559271961451	0.011611441150307655	0.004248088225722313	0.0004248088225722313	0.000991220586001873	0.27074483036994934

Monterey
  Districts
	County Supervisorial 1	26255	15134	3192	525	86	113	175	299	40	6691
	County Supervisorial 2	41510	21284	7801	1073	190	306	197	342	50	10267
	County Supervisorial 3	28931	15642	4947	618	93	160	170	260	34	7007
	County Supervisorial 4	41643	19980	8398	1269	232	379	172	364	32	10817
	County Supervisorial 5	55674	24865	14805	1809	381	524	121	309	42	12818

	US Congressional 20	194013	96905	39143	5294	982	1482	835	1574	198	47600

	State Senate 12	85476	46967	13283	1770	282	465	497	833	107	21272
	State Senate 17	108537	49938	25860	3524	700	1017	338	741	91	26328

	State Assembly 29	100274	47116	22756	3241	627	933	310	692	83	24516
	State Assembly 30	93739	49789	16387	2053	355	549	525	882	115	23084

	State Board of Equalization 2	194013	96905	39143	5294	982	1482	835	1574	198	47600

  Cities
	Carmel-by-the-Sea	2522	1086	742	81	15	22	5	18	3	550
	Del Rey Oaks	1142	502	303	42	5	13	2	9	1	265
	Gonzales	3261	1979	393	65	7	17	24	22	5	749
	Greenfield	5125	3188	487	72	12	23	40	53	9	1241
	King City	3512	1814	633	97	11	23	18	27	3	886
	Marina	11059	5282	1963	379	61	100	47	98	6	3123
	Monterey	15329	7577	3119	456	97	171	43	119	14	3733
	Pacific Grove	10137	5286	1935	345	79	90	21	53	6	2322
	Salinas	61403	33414	9725	1295	199	335	356	617	78	15384
	Sand City	220	88	53	5	4	6	3	2	1	58
	Seaside	13564	6907	2181	407	84	140	60	110	13	3662
	Soledad	7021	4158	746	117	28	37	41	71	8	1815

	Unincorporated Area	59718	25624	16863	1933	380	505	175	375	51	13812
Monterey Totals		194013	96905	39143	5294	982	1482	835	1574	198	47600
     Percent			0.4994768500328064	0.20175452530384064	0.0272868312895298	0.005061516538262367	0.0076386635191738605	0.004303835332393646	0.008112858049571514	0.0010205501457676291	0.2453443855047226

Napa
  Districts
	County Supervisorial 1	14665	7102	2932	513	114	185	62	94	46	3617
	County Supervisorial 2	17084	7953	4008	562	104	147	45	100	56	4109
	County Supervisorial 3	15550	7001	3736	553	106	182	35	80	73	3784
	County Supervisorial 4	15267	6796	3566	549	123	162	60	85	53	3873
	County Supervisorial 5	17257	8469	2961	541	91	127	62	140	49	4817

	US Congressional 5	79823	37321	17203	2718	538	803	264	499	277	20200

	State Senate 3	79823	37321	17203	2718	538	803	264	499	277	20200

	State Assembly 4	79823	37321	17203	2718	538	803	264	499	277	20200

	State Board of Equalization 2	79823	37321	17203	2718	538	803	264	499	277	20200

  Cities
	American Canyon	11905	5922	1707	349	44	77	50	119	34	3603
	Calistoga	2536	1344	424	84	19	29	5	12	3	616
	Napa	44406	21269	9332	1526	334	468	149	271	153	10904
	St. Helena	3420	1652	723	104	17	24	9	24	14	853
	Yountville	1916	890	459	84	12	15	5	8	8	435

	Unincorporated Area	15640	6244	4558	571	112	190	46	65	65	3789
Napa Totals		79823	37321	17203	2718	538	803	264	499	277	20200
     Percent			0.4675469398498535	0.21551433205604553	0.034050337970256805	0.006739912088960409	0.01005975715816021	0.0033073173835873604	0.006251330953091383	0.003470177762210369	0.25305989384651184

Nevada
  Districts
	County Supervisorial 1	14882	6267	4489	535	215	203	35	10	1517	1611
	County Supervisorial 2	14125	4072	6181	635	76	179	33	7	1359	1583
	County Supervisorial 3	12424	4703	3958	500	145	194	43	8	1331	1542
	County Supervisorial 4	13998	4717	5160	544	189	200	53	7	1496	1632
	County Supervisorial 5	11690	5265	2419	440	130	153	34	13	1544	1692

	US Congressional 1	57304	20469	20322	2293	654	808	174	34	5949	6601
	US Congressional 4	9815	4555	1885	361	101	121	24	11	1298	1459

	State Senate 1	67119	25024	22207	2654	755	929	198	45	7247	8060

	State Assembly 1	67119	25024	22207	2654	755	929	198	45	7247	8060

	State Board of Equalization 1	67119	25024	22207	2654	755	929	198	45	7247	8060

  Cities
	Grass Valley	7362	2932	2144	305	81	104	27	3	774	992
	Nevada City	2234	1201	379	60	57	33	8	2	223	271
	Truckee	9655	4502	1837	356	97	121	23	11	1279	1429

	Unincorporated Area	47868	16389	17847	1933	520	671	140	29	4971	5368
Nevada Totals		67119	25024	22207	2654	755	929	198	45	7247	8060
     Percent			0.372830331325531	0.33086010813713074	0.039541710168123245	0.011248677968978882	0.013841087929904461	0.0029499842785298824	0.0006704509723931551	0.1079724058508873	0.1200852245092392

Orange
  Districts
	County Supervisorial 1	244779	104979	59442	5759	750	2074	1502	410	809	69054
	County Supervisorial 2	359558	113466	136911	11154	1228	4002	957	515	1148	90177
	County Supervisorial 3	346347	114756	119931	9336	1043	3437	827	551	885	95581
	County Supervisorial 4	284011	116753	80753	7536	855	2471	1142	399	771	73331
	County Supervisorial 5	380787	113919	151198	12706	1172	4077	866	467	1031	95351

	US Congressional 38	8601	3216	2750	208	12	53	24	18	14	2306
	US Congressional 39	236511	81673	85235	6559	677	2128	648	314	625	58652
	US Congressional 45	435254	140831	154613	12352	1230	4337	985	675	1094	119137
	US Congressional 46	265931	126430	56497	6383	880	2336	1489	369	814	70733
	US Congressional 47	143463	51815	45404	3871	424	1282	697	246	472	39252
	US Congressional 48	419624	131053	157974	13329	1479	4739	1204	617	1312	107917
	US Congressional 49	106098	28855	45762	3789	346	1186	247	103	313	25497

	State Senate 29	343284	128915	111668	9180	969	2913	1206	498	936	86999
	State Senate 32	27961	12152	7127	691	88	212	114	41	70	7466
	State Senate 34	385583	154085	109102	9987	1237	3573	1926	602	1262	103809
	State Senate 36	294840	84757	121298	9939	892	3193	646	354	815	72946
	State Senate 37	563814	183964	199040	16694	1862	6170	1402	847	1561	152274

	State Assembly 55	128390	39468	52188	3727	316	1146	297	179	348	30721
	State Assembly 65	220485	90671	62297	5614	671	1795	885	338	587	57627
	State Assembly 68	274147	89379	96851	7811	835	2903	732	424	692	74520
	State Assembly 69	161326	81871	28348	3588	554	1380	988	211	522	43864
	State Assembly 72	249709	84021	86351	7030	761	2407	1088	417	820	66814
	State Assembly 73	294840	84757	121298	9939	892	3193	646	354	815	72946
	State Assembly 74	286585	93706	100902	8782	1019	3237	658	419	860	77002

	State Board of Equalization 4	1615482	563873	548235	46491	5048	16061	5294	2342	4644	423494

  Cities
	Aliso Viejo	28854	9659	9486	948	102	337	61	42	73	8146
	Anaheim	147467	62315	40271	3854	441	1283	693	213	405	37992
	Brea	26002	8156	10171	780	57	227	52	33	74	6452
	Buena Park	37850	15711	10208	926	124	280	143	63	92	10303
	Costa Mesa	56349	19328	18187	1971	266	855	174	79	190	15299
	Cypress	27345	9484	9210	761	81	227	84	48	104	7346
	Dana Point	22058	6099	9388	844	78	259	62	16	74	5238
	Fountain Valley	33829	10449	12870	893	105	310	104	50	107	8941
	Fullerton	70673	27270	22060	1904	241	678	210	82	185	18043
	Garden Grove	75850	28627	21874	1864	218	660	446	146	273	21742
	Huntington Beach	121810	36323	48585	4066	453	1488	307	175	436	29977
	Irvine	132057	49481	33252	3136	398	1153	292	286	305	43754
	La Habra	28991	11544	8890	848	84	272	93	47	84	7129
	La Palma	8601	3216	2750	208	12	53	24	18	14	2306
	Laguna Beach	17144	6802	5055	577	102	217	40	11	56	4284
	Laguna Hills	18509	5669	7070	572	56	189	60	22	67	4804
	Laguna Niguel	41142	12439	16268	1461	137	445	96	52	101	10143
	Laguna Woods	14058	5219	5105	432	21	68	14	4	30	3165
	Lake Forest	47024	14654	17584	1529	147	540	144	75	120	12231
	Los Alamitos	6413	2164	2331	213	23	76	21	10	29	1546
	Mission Viejo	60422	17898	24652	1951	157	615	130	79	166	14774
	Newport Beach	57011	13467	27295	1749	145	605	99	80	157	13414
	Orange	70570	23676	25815	2114	240	814	209	90	186	17426
	Placentia	27734	9120	10336	793	76	262	86	36	74	6951
	Rancho Santa Margarita	28779	8090	12020	908	72	308	54	42	67	7218
	San Clemente	40242	10448	17964	1525	139	476	91	31	113	9455
	San Juan Capistrano	20345	6059	8400	698	86	207	49	20	62	4764
	Santa Ana	109093	56563	18124	2220	362	889	705	142	345	29743
	Seal Beach	17701	5988	7200	530	52	150	30	16	39	3696
	Stanton	15028	6845	3534	357	42	112	96	24	44	3974
	Tustin	36567	13652	10388	1022	122	381	130	52	90	10730
	Villa Park	4343	887	2394	92	5	41	2	4	11	907
	Westminster	44622	14742	14275	1289	117	399	275	91	148	13286
	Yorba Linda	43473	10077	21717	1237	93	367	64	59	106	9753

	Unincorporated Area	77526	21752	33506	2219	194	818	154	104	217	18562
Orange Totals		1615482	563873	548235	46491	5048	16061	5294	2342	4644	423494
     Percent			0.34904319047927856	0.33936309814453125	0.028778407722711563	0.0031247639562934637	0.00994192436337471	0.0032770405523478985	0.0014497220981866121	0.0028746838215738535	0.2621471583843231

Placer
  Districts
	County Supervisorial 1	55204	17325	21281	1915	167	936	127	319	228	12906
	County Supervisorial 2	49392	13859	21498	1764	137	848	83	231	241	10731
	County Supervisorial 3	47113	12592	20683	1714	172	980	94	247	207	10424
	County Supervisorial 4	47974	13626	20299	1662	144	767	100	207	214	10955
	County Supervisorial 5	44692	13883	17267	1677	277	729	139	236	269	10215

	US Congressional 1	30105	7977	13530	1143	149	508	74	162	171	6391
	US Congressional 4	214270	63308	87498	7589	748	3752	469	1078	988	48840

	State Senate 1	153594	43507	65214	5505	627	2733	330	753	775	34150
	State Senate 4	90781	27778	35814	3227	270	1527	213	487	384	21081

	State Assembly 1	36975	11314	14384	1407	228	595	112	208	217	8510
	State Assembly 5	14545	4405	5835	541	80	251	44	67	92	3230
	State Assembly 6	192855	55566	80809	6784	589	3414	387	965	850	43491

	State Board of Equalization 1	244375	71285	101028	8732	897	4260	543	1240	1159	55231

  Cities
	Auburn	9361	3109	3426	346	56	168	33	39	64	2120
	Colfax	1037	297	387	48	6	31	5	9	8	246
	Lincoln	30496	8873	13218	1118	84	461	62	144	161	6375
	Loomis	4622	1008	2217	162	15	110	10	18	19	1063
	Rocklin	40730	11713	16671	1391	139	860	71	228	174	9483
	Roseville	83495	25901	32383	2970	260	1422	198	444	359	19558

	Unincorporated Area	74634	20384	32726	2697	337	1208	164	358	374	16386
Placer Totals		244375	71285	101028	8732	897	4260	543	1240	1159	55231
     Percent			0.29170331358909607	0.4134138226509094	0.0357319675385952	0.0036705881357192993	0.01743222586810589	0.002221994800493121	0.005074169021099806	0.00474271085113287	0.22600920498371124

Plumas
  Districts
	County Supervisorial 1	2173	558	975	123	2	34	12	0	5	464
	County Supervisorial 2	2595	817	1002	120	16	32	10	0	5	593
	County Supervisorial 3	2585	583	1389	126	6	25	3	1	1	451
	County Supervisorial 4	2401	775	856	117	10	36	11	2	3	591
	County Supervisorial 5	2717	790	1219	148	16	29	3	1	3	508

