Page: 1 of 16||||||||43754.7371134722

||City and County of San Francisco␤November 5, 2019, Consolidated Municipal Election␤Statement of the Vote

Precinct|Registered␤Voters||Cards Cast||Voters Cast|% Turnout
PCT 1145|0.0|0.0||0.0|PCT 1145|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 1146|0.0|0.0||0.0|PCT 1146|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 1147|0.0|0.0||0.0|PCT 1147|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 1148|0.0|0.0||0.0|PCT 1148|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 1149|0.0|0.0||0.0|PCT 1149|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 1151 MB|0.0|0.0||0.0|PCT 1151 MB|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 1152/1153|0.0|0.0||0.0|PCT 1152/1153|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 1154 MB|0.0|0.0||0.0|PCT 1154 MB|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7001|0.0|0.0||0.0|PCT 7001|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7002|0.0|0.0||0.0|PCT 7002|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7003/7004|0.0|0.0||0.0|PCT 7003/7004|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7005|0.0|0.0||0.0|PCT 7005|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7006|0.0|0.0||0.0|PCT 7006|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7007/7008|0.0|0.0||0.0|PCT 7007/7008|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7009|0.0|0.0||0.0|PCT 7009|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7011|0.0|0.0||0.0|PCT 7011|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7012|0.0|0.0||0.0|PCT 7012|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7013|0.0|0.0||0.0|PCT 7013|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7014/7056|0.0|0.0||0.0|PCT 7014/7056|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7015 MB|0.0|0.0||0.0|PCT 7015 MB|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7016|0.0|0.0||0.0|PCT 7016|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7017|0.0|0.0||0.0|PCT 7017|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7019/7018|0.0|0.0||0.0|PCT 7019/7018|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7021|0.0|0.0||0.0|PCT 7021|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7022|0.0|0.0||0.0|PCT 7022|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7024|0.0|0.0||0.0|PCT 7024|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7025|0.0|0.0||0.0|PCT 7025|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7026|0.0|0.0||0.0|PCT 7026|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7027|0.0|0.0||0.0|PCT 7027|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7028|0.0|0.0||0.0|PCT 7028|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7029/7023|0.0|0.0||0.0|PCT 7029/7023|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7030|0.0|0.0||0.0|PCT 7030|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7031|0.0|0.0||0.0|PCT 7031|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7032|0.0|0.0||0.0|PCT 7032|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7033|0.0|0.0||0.0|PCT 7033|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7034|0.0|0.0||0.0|PCT 7034|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7035|0.0|0.0||0.0|PCT 7035|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7037/7036|0.0|0.0||0.0|PCT 7037/7036|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7038|0.0|0.0||0.0|PCT 7038|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7039|0.0|0.0||0.0|PCT 7039|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7041 MB|0.0|0.0||0.0|PCT 7041 MB|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7042/7046|0.0|0.0||0.0|PCT 7042/7046|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7043|0.0|0.0||0.0|PCT 7043|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7044|0.0|0.0||0.0|PCT 7044|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7045|0.0|0.0||0.0|PCT 7045|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7047/7051|0.0|0.0||0.0|PCT 7047/7051|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7048|0.0|0.0||0.0|PCT 7048|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7049|0.0|0.0||0.0|PCT 7049|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7052|0.0|0.0||0.0|PCT 7052|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7053|0.0|0.0||0.0|PCT 7053|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7054|0.0|0.0||0.0|PCT 7054|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7055|0.0|0.0||0.0|PCT 7055|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7101 MB|0.0|0.0||0.0|PCT 7101 MB|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7202/7201|0.0|0.0||0.0|PCT 7202/7201|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7203|0.0|0.0||0.0|PCT 7203|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7204|0.0|0.0||0.0|PCT 7204|0.0|0.00%|6.0|100.00%|0.0||0.00%|0.0|0.00%|0.0||0.00%|6.0
PCT 7205|0.0|0.0||0.0|PCT 7205|0.0|0.00%|6.0|100.00%|0.0||0.00%|0.0|0.00%|0.0||0.00%|6.0
PCT 7207/7209|0.0|0.0||0.0|PCT 7207/7209|0.0|0.00%|6.0|100.00%|0.0||0.00%|0.0|0.00%|0.0||0.00%|6.0
PCT 7208|0.0|0.0||0.0|PCT 7208|0.0|0.00%|6.0|100.00%|0.0||0.00%|0.0|0.00%|0.0||0.00%|6.0
PCT 7301/7304|0.0|0.0||0.0|PCT 7301/7304|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7302|0.0|0.0||0.0|PCT 7302|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7305/7307|0.0|0.0||0.0|PCT 7305/7307|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7306/7303|0.0|0.0||0.0|PCT 7306/7303|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7308|0.0|0.0||0.0|PCT 7308|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7311|0.0|0.0||0.0|PCT 7311|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7312|0.0|0.0||0.0|PCT 7312|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7314/7313|0.0|0.0||0.0|PCT 7314/7313|0.0|0.00%|0.0|0.00%|6.0||100.00%|0.0|0.00%|0.0||0.00%|6.0
PCT 7315/7316|0.0|0.0||0.0|PCT 7315/7316|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7317|0.0|0.0||0.0|PCT 7317|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7318/7309|0.0|0.0||0.0|PCT 7318/7309|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7321/7322|0.0|0.0||0.0|PCT 7321/7322|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7323/7319|0.0|0.0||0.0|PCT 7323/7319|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7325/7324|0.0|0.0||0.0|PCT 7325/7324|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7326/7337|0.0|0.0||0.0|PCT 7326/7337|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7327|0.0|0.0||0.0|PCT 7327|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7328|0.0|0.0||0.0|PCT 7328|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7329|0.0|0.0||0.0|PCT 7329|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7331|0.0|0.0||0.0|PCT 7331|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7332/7334|0.0|0.0||0.0|PCT 7332/7334|0.0|0.00%|0.0|0.00%|6.0||100.00%|0.0|0.00%|0.0||0.00%|6.0
PCT 7333/7335|0.0|0.0||0.0|PCT 7333/7335|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7336/7345|0.0|0.0||0.0|PCT 7336/7345|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7338/7349|0.0|0.0||0.0|PCT 7338/7349|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7339/7341|0.0|0.0||0.0|PCT 7339/7341|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7342|0.0|0.0||0.0|PCT 7342|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7343|0.0|0.0||0.0|PCT 7343|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7344|0.0|0.0||0.0|PCT 7344|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7346|0.0|0.0||0.0|PCT 7346|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7348/7347|0.0|0.0||0.0|PCT 7348/7347|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7502|0.0|0.0||0.0|PCT 7502|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7503|0.0|0.0||0.0|PCT 7503|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7504/7501|0.0|0.0||0.0|PCT 7504/7501|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7505|0.0|0.0||0.0|PCT 7505|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7506/7507|0.0|0.0||0.0|PCT 7506/7507|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7508|0.0|0.0||0.0|PCT 7508|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7509/7511|0.0|0.0||0.0|PCT 7509/7511|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7512|0.0|0.0||0.0|PCT 7512|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7513|0.0|0.0||0.0|PCT 7513|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7514|0.0|0.0||0.0|PCT 7514|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7515|0.0|0.0||0.0|PCT 7515|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7516|0.0|0.0||0.0|PCT 7516|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7518/7517|0.0|0.0||0.0|PCT 7518/7517|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7519|0.0|0.0||0.0|PCT 7519|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7521|0.0|0.0||0.0|PCT 7521|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7522/7523|0.0|0.0||0.0|PCT 7522/7523|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7524|0.0|0.0||0.0|PCT 7524|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7525|0.0|0.0||0.0|PCT 7525|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7526|0.0|0.0||0.0|PCT 7526|6.0|100.00%|0.0|0.00%|0.0||0.00%|0.0|0.00%|0.0||0.00%|6.0
PCT 7527/7528|0.0|0.0||0.0|PCT 7527/7528|6.0|100.00%|0.0|0.00%|0.0||0.00%|0.0|0.00%|0.0||0.00%|6.0
PCT 7529|0.0|0.0||0.0|PCT 7529|6.0|100.00%|0.0|0.00%|0.0||0.00%|0.0|0.00%|0.0||0.00%|6.0
PCT 7531|0.0|2.0||0.0|PCT 7531|7.0|58.33%|1.0|8.33%|1.0||8.33%|1.0|8.33%|0.0||0.00%|10.0
PCT 7532|0.0|0.0||0.0|PCT 7532|6.0|100.00%|0.0|0.00%|0.0||0.00%|0.0|0.00%|0.0||0.00%|6.0
PCT 7533|0.0|0.0||0.0|PCT 7533|6.0|100.00%|0.0|0.00%|0.0||0.00%|0.0|0.00%|0.0||0.00%|6.0
PCT 7534|0.0|0.0||0.0|PCT 7534|6.0|100.00%|0.0|0.00%|0.0||0.00%|0.0|0.00%|0.0||0.00%|6.0
PCT 7536/7535|0.0|0.0||0.0|PCT 7536/7535|6.0|100.00%|0.0|0.00%|0.0||0.00%|0.0|0.00%|0.0||0.00%|6.0
PCT 7537/7538|0.0|0.0||0.0|PCT 7537/7538|6.0|100.00%|0.0|0.00%|0.0||0.00%|0.0|0.00%|0.0||0.00%|6.0
PCT 7539|0.0|0.0||0.0|PCT 7539|6.0|100.00%|0.0|0.00%|0.0||0.00%|0.0|0.00%|0.0||0.00%|6.0
PCT 7541|0.0|0.0||0.0|PCT 7541|6.0|100.00%|0.0|0.00%|0.0||0.00%|0.0|0.00%|0.0||0.00%|6.0
PCT 7543/7542|0.0|0.0||0.0|PCT 7543/7542|6.0|100.00%|0.0|0.00%|0.0||0.00%|0.0|0.00%|0.0||0.00%|6.0
PCT 7544|0.0|0.0||0.0|PCT 7544|6.0|100.00%|0.0|0.00%|0.0||0.00%|0.0|0.00%|0.0||0.00%|6.0
PCT 7545|0.0|0.0||0.0|PCT 7545|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7546/7547|0.0|0.0||0.0|PCT 7546/7547|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7548|0.0|0.0||0.0|PCT 7548|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7549|0.0|0.0||0.0|PCT 7549|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7552|0.0|0.0||0.0|PCT 7552|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7553 MB|0.0|0.0||0.0|PCT 7553 MB|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7554|0.0|0.0||0.0|PCT 7554|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7555/7551|0.0|0.0||0.0|PCT 7555/7551|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7556/7557|0.0|0.0||0.0|PCT 7556/7557|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7601|0.0|0.0||0.0|PCT 7601|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7602/7603|0.0|0.0||0.0|PCT 7602/7603|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7605/7609|0.0|0.0||0.0|PCT 7605/7609|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7606|0.0|0.0||0.0|PCT 7606|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7607|0.0|0.0||0.0|PCT 7607|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7608/7604|0.0|0.0||0.0|PCT 7608/7604|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7611|0.0|0.0||0.0|PCT 7611|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7613/7612|0.0|0.0||0.0|PCT 7613/7612|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7614|0.0|0.0||0.0|PCT 7614|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7615|0.0|0.0||0.0|PCT 7615|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7616/7654|0.0|0.0||0.0|PCT 7616/7654|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7617|0.0|0.0||0.0|PCT 7617|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7618|0.0|0.0||0.0|PCT 7618|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7619|0.0|0.0||0.0|PCT 7619|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7621|0.0|0.0||0.0|PCT 7621|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7622|0.0|0.0||0.0|PCT 7622|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7623|0.0|0.0||0.0|PCT 7623|0.0|0.00%|6.0|100.00%|0.0||0.00%|0.0|0.00%|0.0||0.00%|6.0
PCT 7624|0.0|0.0||0.0|PCT 7624|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7625|0.0|0.0||0.0|PCT 7625|0.0|0.00%|6.0|100.00%|0.0||0.00%|0.0|0.00%|0.0||0.00%|6.0
PCT 7626|0.0|2.0||0.0|PCT 7626|1.0|8.33%|7.0|58.33%|1.0||8.33%|1.0|8.33%|0.0||0.00%|10.0
PCT 7628|0.0|0.0||0.0|PCT 7628|0.0|0.00%|6.0|100.00%|0.0||0.00%|0.0|0.00%|0.0||0.00%|6.0
PCT 7629|0.0|0.0||0.0|PCT 7629|0.0|0.00%|6.0|100.00%|0.0||0.00%|0.0|0.00%|0.0||0.00%|6.0
PCT 7632|0.0|0.0||0.0|PCT 7632|0.0|0.00%|6.0|100.00%|0.0||0.00%|0.0|0.00%|0.0||0.00%|6.0
PCT 7633/7631|0.0|0.0||0.0|PCT 7633/7631|0.0|0.00%|6.0|100.00%|0.0||0.00%|0.0|0.00%|0.0||0.00%|6.0
PCT 7634|0.0|0.0||0.0|PCT 7634|0.0|0.00%|6.0|100.00%|0.0||0.00%|0.0|0.00%|0.0||0.00%|6.0
PCT 7635|0.0|0.0||0.0|PCT 7635|0.0|0.00%|6.0|100.00%|0.0||0.00%|0.0|0.00%|0.0||0.00%|6.0
PCT 7636|0.0|0.0||0.0|PCT 7636|0.0|0.00%|6.0|100.00%|0.0||0.00%|0.0|0.00%|0.0||0.00%|6.0
PCT 7637|0.0|0.0||0.0|PCT 7637|0.0|0.00%|6.0|100.00%|0.0||0.00%|0.0|0.00%|0.0||0.00%|6.0
PCT 7638/7656|0.0|0.0||0.0|PCT 7638/7656|0.0|0.00%|6.0|100.00%|0.0||0.00%|0.0|0.00%|0.0||0.00%|6.0
PCT 7639/7641|0.0|0.0||0.0|PCT 7639/7641|0.0|0.00%|6.0|100.00%|0.0||0.00%|0.0|0.00%|0.0||0.00%|6.0
PCT 7642|0.0|0.0||0.0|PCT 7642|0.0|0.00%|6.0|100.00%|0.0||0.00%|0.0|0.00%|0.0||0.00%|6.0
PCT 7643|0.0|0.0||0.0|PCT 7643|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7644|0.0|0.0||0.0|PCT 7644|0.0|0.00%|6.0|100.00%|0.0||0.00%|0.0|0.00%|0.0||0.00%|6.0
PCT 7645|0.0|0.0||0.0|PCT 7645|0.0|0.00%|6.0|100.00%|0.0||0.00%|0.0|0.00%|0.0||0.00%|6.0
PCT 7646|0.0|0.0||0.0|PCT 7646|0.0|0.00%|6.0|100.00%|0.0||0.00%|0.0|0.00%|0.0||0.00%|6.0
PCT 7647|0.0|0.0||0.0|PCT 7647|0.0|0.00%|6.0|100.00%|0.0||0.00%|0.0|0.00%|0.0||0.00%|6.0
PCT 7648 MB|0.0|0.0||0.0|PCT 7648 MB|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7649|0.0|0.0||0.0|PCT 7649|0.0|0.00%|6.0|100.00%|0.0||0.00%|0.0|0.00%|0.0||0.00%|6.0
PCT 7651|0.0|0.0||0.0|PCT 7651|0.0|0.00%|6.0|100.00%|0.0||0.00%|0.0|0.00%|0.0||0.00%|6.0
PCT 7652|0.0|0.0||0.0|PCT 7652|0.0|0.00%|6.0|100.00%|0.0||0.00%|0.0|0.00%|0.0||0.00%|6.0
PCT 7653/7657|0.0|0.0||0.0|PCT 7653/7657|0.0|0.00%|6.0|100.00%|0.0||0.00%|0.0|0.00%|0.0||0.00%|6.0
PCT 7655/7627|0.0|0.0||0.0|PCT 7655/7627|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7701|0.0|0.0||0.0|PCT 7701|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7703 MB|0.0|0.0||0.0|PCT 7703 MB|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7704/7702|0.0|0.0||0.0|PCT 7704/7702|0.0|0.00%|0.0|0.00%|6.0||100.00%|0.0|0.00%|0.0||0.00%|6.0
PCT 7705|0.0|0.0||0.0|PCT 7705|0.0|0.00%|0.0|0.00%|6.0||100.00%|0.0|0.00%|0.0||0.00%|6.0
PCT 7706|0.0|0.0||0.0|PCT 7706|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7707|0.0|0.0||0.0|PCT 7707|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7708|0.0|0.0||0.0|PCT 7708|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7709|0.0|0.0||0.0|PCT 7709|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7712/7711|0.0|0.0||0.0|PCT 7712/7711|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7801|0.0|0.0||0.0|PCT 7801|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7802|0.0|0.0||0.0|PCT 7802|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7803|0.0|0.0||0.0|PCT 7803|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7805/7804|0.0|0.0||0.0|PCT 7805/7804|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7807|0.0|0.0||0.0|PCT 7807|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7808/7806|0.0|0.0||0.0|PCT 7808/7806|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7809|0.0|0.0||0.0|PCT 7809|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7811|0.0|0.0||0.0|PCT 7811|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7812|0.0|0.0||0.0|PCT 7812|0.0|0.00%|0.0|0.00%|0.0||0.00%|6.0|100.00%|0.0||0.00%|6.0
PCT 7813|0.0|0.0||0.0|PCT 7813|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7814|0.0|0.0||0.0|PCT 7814|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7815/7816|0.0|0.0||0.0|PCT 7815/7816|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7817/7818|0.0|0.0||0.0|PCT 7817/7818|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7819/7827|0.0|0.0||0.0|PCT 7819/7827|0.0|0.00%|0.0|0.00%|0.0||0.00%|6.0|100.00%|0.0||0.00%|6.0
PCT 7821|0.0|0.0||0.0|PCT 7821|0.0|0.00%|0.0|0.00%|0.0||0.00%|6.0|100.00%|0.0||0.00%|6.0
PCT 7822/7823|0.0|0.0||0.0|PCT 7822/7823|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7824/7825|0.0|2.0||0.0|PCT 7824/7825|1.0|8.33%|1.0|8.33%|1.0||8.33%|7.0|58.33%|0.0||0.00%|10.0
PCT 7826|0.0|0.0||0.0|PCT 7826|0.0|0.00%|0.0|0.00%|0.0||0.00%|6.0|100.00%|0.0||0.00%|6.0
PCT 7828|0.0|0.0||0.0|PCT 7828|0.0|0.00%|0.0|0.00%|0.0||0.00%|6.0|100.00%|0.0||0.00%|6.0
PCT 7829|0.0|0.0||0.0|PCT 7829|0.0|0.00%|0.0|0.00%|0.0||0.00%|6.0|100.00%|0.0||0.00%|6.0
PCT 7832|0.0|0.0||0.0|PCT 7832|0.0|0.00%|0.0|0.00%|0.0||0.00%|6.0|100.00%|0.0||0.00%|6.0
PCT 7834/7833|0.0|0.0||0.0|PCT 7834/7833|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7835|0.0|0.0||0.0|PCT 7835|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7836|0.0|0.0||0.0|PCT 7836|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7837/7838|0.0|0.0||0.0|PCT 7837/7838|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7839/7831|0.0|0.0||0.0|PCT 7839/7831|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7841/7842|0.0|0.0||0.0|PCT 7841/7842|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7843|0.0|0.0||0.0|PCT 7843|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7844|0.0|0.0||0.0|PCT 7844|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7845|0.0|0.0||0.0|PCT 7845|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7846|0.0|0.0||0.0|PCT 7846|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7847/7848|0.0|0.0||0.0|PCT 7847/7848|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7849|0.0|0.0||0.0|PCT 7849|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7852/7851|0.0|0.0||0.0|PCT 7852/7851|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7853/7859|0.0|0.0||0.0|PCT 7853/7859|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7854|0.0|0.0||0.0|PCT 7854|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7855/7856|0.0|0.0||0.0|PCT 7855/7856|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7858/7857|0.0|0.0||0.0|PCT 7858/7857|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7861|0.0|0.0||0.0|PCT 7861|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7862|0.0|0.0||0.0|PCT 7862|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7863|0.0|0.0||0.0|PCT 7863|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7864|0.0|0.0||0.0|PCT 7864|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7866|0.0|0.0||0.0|PCT 7866|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7867|0.0|0.0||0.0|PCT 7867|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7868|0.0|0.0||0.0|PCT 7868|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7869|0.0|0.0||0.0|PCT 7869|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7871|0.0|0.0||0.0|PCT 7871|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7872|0.0|0.0||0.0|PCT 7872|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7873/7865|0.0|0.0||0.0|PCT 7873/7865|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7874|0.0|0.0||0.0|PCT 7874|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7875|0.0|0.0||0.0|PCT 7875|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7876|0.0|0.0||0.0|PCT 7876|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7902/7904|0.0|0.0||0.0|PCT 7902/7904|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7903|0.0|0.0||0.0|PCT 7903|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7905|0.0|0.0||0.0|PCT 7905|0.0||0.0||0.0|||0.0||0.0|||0.0
PCT 7906|0.0|0.0||0.0|PCT 7906|6.0|100.00%|0.0|0.00%|0.0||0.00%|0.0|0.00%|0.0||0.00%|6.0
