iContestID	szBallotHeading	szSubHeading	szOfficeTitle	szOfficeAbbr1	szOfficeAbbr2	sGoesIntoExtension	iNumToVoteFor	iOfficeOnBallot	iNumQualified	iNumCandidates	iCandidateID	szCandidateName	szBallotDesignation	iIncumbent	dtQualified	dtSigsInLieuFiled_dt	dtSigsInLieuIssued_dt	dtDecOfIntentIssued_dt	dtDecOfIntentFiled_dt	dtNOMIssued_dt	dtNomFiled_dt	dtFilingFeePaid_dt	dtCandStmtFiled_dt	dtCandStmtIssued_dt	dtDecOfCandIssued_dt	dtDecOfCandFiled_dt	dtCodeFairCampFiled_dt	sUserCode1	sUserCode2	szResAddress1	szResAddress2	szResAddress3	szMailAddr1	szMailAddr2	szMailAddr3	szMailAddr4	szBusinessAddr1	szBusinessCity	szBusinessState	szBusinessZip	sBusinessPhone	sHomePhone	sFaxNo	szEmailAddress	sPartyAbbr	szPartyName	sCampaignPhone	sCampaignFax	sCampaignMobile	szWebAddress	sElectronicCandStmt
3010	DEMOCRATIC PARTY		MEMBER, COUNTY CENTRAL COMMITTEE, ASSEMBLY DISTRICT 17	DEM CCC	District 17 DEM	N	14	1	35	35	40	KRISTEN ASATO-WEBB	Environmental Non-profit Manager	0	12/6/2019 11:26:00 AM					12/2/2019	12/6/2019				12/6/2019	12/6/2019		F																							No
3010	DEMOCRATIC PARTY		MEMBER, COUNTY CENTRAL COMMITTEE, ASSEMBLY DISTRICT 17	DEM CCC	District 17 DEM	N	14	1	35	35	42	JOHN AVALOS	Union Organizer	0	12/6/2019 3:11:00 PM					12/6/2019	12/6/2019				12/6/2019	12/6/2019		M-A																							No
3010	DEMOCRATIC PARTY		MEMBER, COUNTY CENTRAL COMMITTEE, ASSEMBLY DISTRICT 17	DEM CCC	District 17 DEM	N	14	1	35	35	1	GLORIA BERRY	Public Servant / Mother	0	12/2/2019 11:13:00 AM					9/27/2019	12/2/2019				9/27/2019	12/2/2019		F-A																							No
3010	DEMOCRATIC PARTY		MEMBER, COUNTY CENTRAL COMMITTEE, ASSEMBLY DISTRICT 17	DEM CCC	District 17 DEM	N	14	1	35	35	22	BIVETT BRACKETT	Commissioner / Entrepreneur / Mother	0	12/6/2019 3:28:00 PM					11/8/2019	12/6/2019				11/8/2019	12/6/2019		F																							No
3010	DEMOCRATIC PARTY		MEMBER, COUNTY CENTRAL COMMITTEE, ASSEMBLY DISTRICT 17	DEM CCC	District 17 DEM	N	14	1	35	35	39	VALLIE BROWN	Appointed Supervisor - City and County of San Francisco	0	12/9/2019 3:33:00 PM					12/5/2019	12/6/2019				12/5/2019	12/6/2019		F-A																							No
3010	DEMOCRATIC PARTY		MEMBER, COUNTY CENTRAL COMMITTEE, ASSEMBLY DISTRICT 17	DEM CCC	District 17 DEM	N	14	1	35	35	34	TAMI BRYANT	Youth Employment Coordinator	0	12/6/2019 3:34:00 PM					12/3/2019	12/5/2019				12/3/2019	12/5/2019		F																							No
3010	DEMOCRATIC PARTY		MEMBER, COUNTY CENTRAL COMMITTEE, ASSEMBLY DISTRICT 17	DEM CCC	District 17 DEM	N	14	1	35	35	2	STEVEN BUSS	Housing Data Analyst	0	11/25/2019 1:16:00 PM					11/12/2019	11/25/2019				11/12/2019	11/25/2019		M																							No
3010	DEMOCRATIC PARTY		MEMBER, COUNTY CENTRAL COMMITTEE, ASSEMBLY DISTRICT 17	DEM CCC	District 17 DEM	N	14	1	35	35	23	DAVID CAMPOS	Deputy County Executive	0	12/2/2019 11:36:00 AM					11/8/2019	12/2/2019				11/8/2019	12/2/2019		M																							No
3010	DEMOCRATIC PARTY		MEMBER, COUNTY CENTRAL COMMITTEE, ASSEMBLY DISTRICT 17	DEM CCC	District 17 DEM	N	14	1	35	35	21	MIKE CHEN	Data Engineer	0	12/6/2019 3:46:00 PM					10/23/2019	12/6/2019				10/23/2019	12/6/2019		M																							No
3010	DEMOCRATIC PARTY		MEMBER, COUNTY CENTRAL COMMITTEE, ASSEMBLY DISTRICT 17	DEM CCC	District 17 DEM	N	14	1	35	35	16	CHRISTOPHER CHRISTENSEN	Stevedore / Marine Clerk	0	10/1/2019 7:26:00 AM					9/27/2019	11/20/2019					10/1/2019		M-A																							No
3010	DEMOCRATIC PARTY		MEMBER, COUNTY CENTRAL COMMITTEE, ASSEMBLY DISTRICT 17	DEM CCC	District 17 DEM	N	14	1	35	35	41	WILLIAM (ANUBIS) DAUGHERTY	Emergency Medical Technician	0	12/6/2019 3:48:00 PM					12/5/2019	12/6/2019				12/5/2019	12/6/2019		M-A																							No
3010	DEMOCRATIC PARTY		MEMBER, COUNTY CENTRAL COMMITTEE, ASSEMBLY DISTRICT 17	DEM CCC	District 17 DEM	N	14	1	35	35	19	MICK DEL ROSARIO	Public Health Manager	0	12/6/2019 3:51:00 PM					10/15/2019	12/6/2019				10/15/2019	12/6/2019		M																							No
3010	DEMOCRATIC PARTY		MEMBER, COUNTY CENTRAL COMMITTEE, ASSEMBLY DISTRICT 17	DEM CCC	District 17 DEM	N	14	1	35	35	4	BEVAN DUFTY	BART Director	0	12/6/2019 3:51:00 PM					12/4/2019	12/5/2019				12/4/2019	12/5/2019		M																							No
3010	DEMOCRATIC PARTY		MEMBER, COUNTY CENTRAL COMMITTEE, ASSEMBLY DISTRICT 17	DEM CCC	District 17 DEM	N	14	1	35	35	8	JANE KIM	Statewide Organizing Director	0	12/6/2019 7:30:00 AM					11/25/2019	12/10/2019				11/25/2019			F-A																							No
3010	DEMOCRATIC PARTY		MEMBER, COUNTY CENTRAL COMMITTEE, ASSEMBLY DISTRICT 17	DEM CCC	District 17 DEM	N	14	1	35	35	10	SOPHIE MAXWELL	Incumbent	0	12/2/2019 7:35:00 AM					10/8/2019	12/2/2019				10/8/2019	12/2/2019		F-A																							No
3010	DEMOCRATIC PARTY		MEMBER, COUNTY CENTRAL COMMITTEE, ASSEMBLY DISTRICT 17	DEM CCC	District 17 DEM	N	14	1	35	35	32	NOMVULA O'MEARA	Film Producer	0	12/9/2019 10:19:00 AM					12/2/2019	12/6/2019				12/2/2019	12/6/2019		F-A																							No
3010	DEMOCRATIC PARTY		MEMBER, COUNTY CENTRAL COMMITTEE, ASSEMBLY DISTRICT 17	DEM CCC	District 17 DEM	N	14	1	35	35	20	TYRA FENNELL	Director, Arts Non-Profit	0	10/30/2019 5:05:00 PM					10/16/2019	12/11/2019				10/16/2019	12/11/2019		F																							No
3010	DEMOCRATIC PARTY		MEMBER, COUNTY CENTRAL COMMITTEE, ASSEMBLY DISTRICT 17	DEM CCC	District 17 DEM	N	14	1	35	35	5	PETER GALLOTTA	Environmental Communications Coordinator	0	12/4/2019 5:10:00 PM					10/11/2019	12/3/2019				10/11/2019	12/3/2019		M																							No
3010	DEMOCRATIC PARTY		MEMBER, COUNTY CENTRAL COMMITTEE, ASSEMBLY DISTRICT 17	DEM CCC	District 17 DEM	N	14	1	35	35	6	SHAUN HAINES	Homeless Service Provider	0	12/6/2019 5:26:00 PM					10/7/2019	10/25/2019				10/7/2019	10/25/2019		M																							No
3010	DEMOCRATIC PARTY		MEMBER, COUNTY CENTRAL COMMITTEE, ASSEMBLY DISTRICT 17	DEM CCC	District 17 DEM	N	14	1	35	35	31	MATT HANEY	Supervisor, City & County of San Francisco	0	12/5/2019 5:28:00 PM					12/3/2019	12/5/2019				12/3/2019	12/5/2019		M																							No
3010	DEMOCRATIC PARTY		MEMBER, COUNTY CENTRAL COMMITTEE, ASSEMBLY DISTRICT 17	DEM CCC	District 17 DEM	N	14	1	35	35	27	RICK HAUPTMAN	Retired Teacher	0	12/9/2019 5:27:00 PM					11/25/2019	12/6/2019				11/25/2019	12/6/2019		M																							No
3010	DEMOCRATIC PARTY		MEMBER, COUNTY CENTRAL COMMITTEE, ASSEMBLY DISTRICT 17	DEM CCC	District 17 DEM	N	14	1	35	35	7	FRANCES HSIEH	Immigration Rights Analyst	0	12/2/2019 11:35:00 AM					9/27/2019	12/2/2019				9/27/2019	12/2/2019		F																							No
3010	DEMOCRATIC PARTY		MEMBER, COUNTY CENTRAL COMMITTEE, ASSEMBLY DISTRICT 17	DEM CCC	District 17 DEM	N	14	1	35	35	17	AUSTIN HUNTER	Nonprofit Policy Analyst	0	12/5/2019 7:21:00 AM					10/1/2019	12/5/2019				10/1/2019	12/5/2019		M																							No
3010	DEMOCRATIC PARTY		MEMBER, COUNTY CENTRAL COMMITTEE, ASSEMBLY DISTRICT 17	DEM CCC	District 17 DEM	N	14	1	35	35	26	ANABELL IBÁÑEZ	Teacher Union Organizer	0	12/6/2019 7:30:00 AM					11/21/2019	12/6/2019				11/21/2019	12/6/2019		F																							No
3110	REPUBLICAN PARTY		MEMBER, COUNTY CENTRAL COMMITTEE, ASSEMBLY DISTRICT 17	REP CCC	District 17 REP	N	11	1	14	14	5	EVE DEL CASTELLO	Business Consultant	0	12/6/2019 8:08:00 AM					11/12/2019	12/6/2019				11/12/2019	12/6/2019		F																							No
3110	REPUBLICAN PARTY		MEMBER, COUNTY CENTRAL COMMITTEE, ASSEMBLY DISTRICT 17	REP CCC	District 17 REP	N	11	1	14	14	14	CHRISTIAN FOSTER	Retired Civil Servant	0	12/6/2019 8:09:00 AM					12/5/2019	12/6/2019				12/5/2019	12/6/2019		M-A																							No
3110	REPUBLICAN PARTY		MEMBER, COUNTY CENTRAL COMMITTEE, ASSEMBLY DISTRICT 17	REP CCC	District 17 REP	N	11	1	14	14	13	NICOLE GARAY	Marketing Associate	0	12/6/2019 8:12:00 AM					12/4/2019	12/6/2019				12/4/2019	12/6/2019		F																							No
3110	REPUBLICAN PARTY		MEMBER, COUNTY CENTRAL COMMITTEE, ASSEMBLY DISTRICT 17	REP CCC	District 17 REP	N	11	1	14	14	3	CALE GARVERICK	Investment Banker	0	12/6/2019 8:15:00 AM					11/1/2019	12/10/2019							M																							No
3110	REPUBLICAN PARTY		MEMBER, COUNTY CENTRAL COMMITTEE, ASSEMBLY DISTRICT 17	REP CCC	District 17 REP	N	11	1	14	14	11	KRISTA GARVERICK	Appointed Incumbent	0	12/6/2019 8:20:00 AM					12/4/2019	12/6/2019				12/4/2019	12/6/2019		F-A																							No
3110	REPUBLICAN PARTY		MEMBER, COUNTY CENTRAL COMMITTEE, ASSEMBLY DISTRICT 17	REP CCC	District 17 REP	N	11	1	14	14	10	CHRIS WARD KLINE	CEO Non-Profit	0	12/6/2019 8:22:00 AM					12/2/2019	12/6/2019				12/2/2019	12/6/2019		M-A																							No
3110	REPUBLICAN PARTY		MEMBER, COUNTY CENTRAL COMMITTEE, ASSEMBLY DISTRICT 17	REP CCC	District 17 REP	N	11	1	14	14	7	LEO LACAYO	Retired Immigration Consultant	0	12/6/2019 8:23:00 AM					11/19/2019	12/6/2019				11/19/2019	12/6/2019		M-A																							No
3110	REPUBLICAN PARTY		MEMBER, COUNTY CENTRAL COMMITTEE, ASSEMBLY DISTRICT 17	REP CCC	District 17 REP	N	11	1	14	14	4	RYAN LAM	Small Business Owner	0	12/6/2019 8:24:00 AM					11/7/2019	12/6/2019				11/7/2019	12/6/2019		M																							No
3110	REPUBLICAN PARTY		MEMBER, COUNTY CENTRAL COMMITTEE, ASSEMBLY DISTRICT 17	REP CCC	District 17 REP	N	11	1	14	14	6	LARRY MARSO	Appointed Incumbent	0	12/2/2019 3:36:00 PM					11/4/2019	12/23/2019				11/4/2019	12/2/2019		M-A																							No
3110	REPUBLICAN PARTY		MEMBER, COUNTY CENTRAL COMMITTEE, ASSEMBLY DISTRICT 17	REP CCC	District 17 REP	N	11	1	14	14	2	LISA REMMER	Incumbent	0	12/5/2019 8:40:00 AM					10/3/2019	12/10/2019				10/3/2019	12/10/2019		F-A																							No
3110	REPUBLICAN PARTY		MEMBER, COUNTY CENTRAL COMMITTEE, ASSEMBLY DISTRICT 17	REP CCC	District 17 REP	N	11	1	14	14	8	JOSEPH C ROBERTS	Law Student	0	12/2/2019 11:39:00 AM					11/20/2019	12/2/2019				11/20/2019	12/2/2019		M-A																							No
3110	REPUBLICAN PARTY		MEMBER, COUNTY CENTRAL COMMITTEE, ASSEMBLY DISTRICT 17	REP CCC	District 17 REP	N	11	1	14	14	9	ERIN SMITH	Small Business Owner	0	12/6/2019 8:30:00 AM					11/26/2019	12/6/2019				11/26/2019	12/6/2019		F																							No
3110	REPUBLICAN PARTY		MEMBER, COUNTY CENTRAL COMMITTEE, ASSEMBLY DISTRICT 17	REP CCC	District 17 REP	N	11	1	14	14	1	STEPHEN WAID	Appointed Incumbent	0	11/22/2019 4:49:00 PM					9/27/2019	11/22/2019				9/27/2019	11/22/2019		M																							No
3110	REPUBLICAN PARTY		MEMBER, COUNTY CENTRAL COMMITTEE, ASSEMBLY DISTRICT 17	REP CCC	District 17 REP	N	11	1	14	14	12	JOSH YORK	Appointed Incumbent	0	12/6/2019 8:41:00 AM					12/4/2019	12/6/2019				12/4/2019	12/6/2019		M																							No
